/02/1985,MOZ,Flood,8,500
26/03/1985,MOZ,Storm,0,0
//1987,MOZ,Drought,50,0
01/03/1988,MOZ,Storm,100,0
/01/1989,MOZ,Flood,2,0
/03/1992,MOZ,Drought,0,50000
26/03/1994,MOZ,Storm,240,0
29/02/1996,MOZ,Storm,11,14500
26/01/1997,MOZ,Storm,0,50
28/02/1997,MOZ,Flood,35,0
21/01/1998,MOZ,Landslide,87,0
//1999,MOZ,Drought,0,0
15/03/1999,MOZ,Flood,23,12400
27/03/2000,MOZ,Flood,800,419200
23/02/2000,MOZ,Storm,17,1000
02/04/2000,MOZ,Storm,1,0
18/11/2000,MOZ,Storm,9,0
26/11/2000,MOZ,Storm,5,0
27/04/2001,MOZ,Flood,79,36000
/07/2001,MOZ,Flood,0,0
//2001,MOZ,Drought,0,0
//2002,MOZ,Drought,9,0
22/03/2002,MOZ,Flood,0,0
25/10/2002,MOZ,Storm,3,0
17/02/2003,MOZ,Flood,4,0
17/02/2003,MOZ,Flood,32,0
03/03/2003,MOZ,Storm,11,0
28/03/2003,MOZ,Flood,2,0
/01/2003,MOZ,Drought,9,0
09/02/2005,MOZ,Flood,0,0
07/02/2006,MOZ,Flood,16,0
//2006,MOZ,Drought,0,0
22/02/2006,MOZ,Earthquake,4,0
/02/2007,MOZ,Flood,29,71000
23/01/2007,MOZ,Flood,5,0
22/02/2007,MOZ,Storm,10,0
03/01/2008,MOZ,Flood,20,100000
02/01/2008,MOZ,Flood,0,0
/08/2007,MOZ,Drought,0,0
09/03/2008,MOZ,Storm,9,20000
02/09/2008,MOZ,Wildfire,49,0
19/01/2009,MOZ,Flood,25,0
//2009,MOZ,Drought,0,0
/03/2009,MOZ,Flood,0,0
27/03/2009,MOZ,Storm,0,3000
11/03/2010,MOZ,Flood,5,0
//2010,MOZ,Drought,0,0
12/01/2011,MOZ,Storm,12,0
/02/2011,MOZ,Flood,11,0
/03/2011,MOZ,Flood,0,0
22/01/2012,MOZ,Storm,10,0
18/01/2012,MOZ,Storm,20,0
07/03/2012,MOZ,Storm,3,0
/01/2013,MOZ,Flood,119,30000
/05/2014,MOZ,Flood,17,0
18/12/2014,MOZ,Flood,5,0
09/02/2015,MOZ,Flood,160,0
29/01/2016,MOZ,Flood,16,0
/01/2017,MOZ,Flood,47,0
24/10/2016,MOZ,Storm,12,1500
/01/2017,MOZ,Drought,0,0
04/05/1902,MMR,Storm,600,0
07/05/1923,MMR,Storm,6,0
19/05/1926,MMR,Storm,2700,0
05/05/1930,MMR,Earthquake,500,0
04/12/1930,MMR,Earthquake,36,0
21/04/1936,MMR,Storm,1000,0
26/12/1941,MMR,Earthquake,15,0
25/05/1963,MMR,Storm,0,0
23/10/1965,MMR,Storm,100,1000
10/11/1965,MMR,Flood,34,0
16/05/1967,MMR,Storm,100,5000
23/10/1967,MMR,Storm,178,3200
10/05/1968,MMR,Storm,1070,2500
08/09/1970,MMR,Flood,90,0
15/07/1974,MMR,Flood,0,0
/05/1975,MMR,Storm,200,0
/06/1976,MMR,Flood,0,0
/09/1977,MMR,Flood,3,0
17/05/1978,MMR,Storm,0,0
/02/1979,MMR,Wildfire,0,11000
/10/1979,MMR,Flood,0,0
11/04/1981,MMR,Wildfire,8,0
04/05/1982,MMR,Storm,11,0
05/01/1991,MMR,Earthquake,0,0
13/07/1991,MMR,Flood,23,79840
/05/1992,MMR,Flood,5,55115
02/05/1994,MMR,Storm,17,10000
12/07/1995,MMR,Earthquake,0,0
12/09/1995,MMR,Flood,51,0
21/08/1997,MMR,Flood,68,0
/08/1999,MMR,Flood,22,0
02/06/2001,MMR,Flood,51,0
/08/2002,MMR,Flood,21,0
19/05/2004,MMR,Storm,236,688
26/12/2004,MMR,Earthquake,71,500000
15/09/2005,MMR,Landslide,17,0
05/05/2006,MMR,Storm,34,0
19/10/2006,MMR,Flood,25,0
11/06/2007,MMR,Flood,0,0
09/05/2007,MMR,Flood,5,0
11/07/2007,MMR,Flood,0,0
29/08/2007,MMR,Flood,0,0
03/05/2008,MMR,Storm,138366,4000000
04/07/2009,MMR,Landslide,24,0
17/06/2010,MMR,Landslide,68,0
22/10/2010,MMR,Storm,45,57000
24/03/2011,MMR,Earthquake,74,3600
21/10/2011,MMR,Flood,151,1700
29/08/2012,MMR,Flood,2,0
11/11/2012,MMR,Earthquake,38,1170
03/05/2013,MMR,Landslide,16,0
07/08/2013,MMR,Flood,7,0
17/09/2014,MMR,Flood,0,0
/08/2014,MMR,Flood,0,0
05/04/2015,MMR,Storm,3,0
30/06/2015,MMR,Flood,7,0
19/08/2015,MMR,Flood,149,119000
09/10/2015,MMR,Landslide,21,0
11/10/2015,MMR,Landslide,17,0
08/10/2015,MMR,Flood,16,0
23/04/2016,MMR,Storm,14,2000
03/05/2016,MMR,Storm,18,2600
23/05/2016,MMR,Landslide,42,0
24/06/2016,MMR,Flood,14,0
/08/2016,MMR,Flood,5,2000
24/08/2016,MMR,Earthquake,4,10000
//1984,NAM,Drought,0,0
/03/1992,NAM,Drought,0,50000
//1996,NAM,Drought,0,0
//1999,NAM,Drought,0,1000
/02/2000,NAM,Flood,0,0
//2001,NAM,Drought,0,0
//2003,NAM,Drought,0,0
12/05/2003,NAM,Flood,2,0
/03/2004,NAM,Flood,0,0
02/06/2004,NAM,Flood,0,0
/01/2006,NAM,Flood,0,0
28/02/2006,NAM,Flood,5,8490
10/05/2007,NAM,Flood,7,0
03/03/2008,NAM,Flood,42,0
19/03/2009,NAM,Flood,92,0
24/03/2010,NAM,Flood,8,0
12/04/2011,NAM,Flood,108,12000
24/01/2012,NAM,Flood,0,0
31/03/2013,NAM,Flood,0,0
/01/2014,NAM,Drought,0,64000
/03/2016,NAM,Drought,0,60000
15/01/1934,NPL,Earthquake,9040,0
/08/1954,NPL,Flood,60,0
10/08/1963,NPL,Mass movement (dry),150,0
//1964,NPL,Drought,0,0
27/06/1966,NPL,Earthquake,80,1000
//1967,NPL,Drought,0,0
04/10/1968,NPL,Flood,276,300
