Date,ISO,Type,Death,Dollars 
07/05/1995,IDN,Flash flood,0,0
19/05/1995,IDN,Ground movement,0,0
28/12/1995,IDN,Riverine flood,50000,0
17/02/1996,IDN,Ground movement,4200,0
27/03/1996,IDN,Riverine flood,430,0
20/10/1996,IDN,Flash flood,300,0
/01/1996,IDN,Riverine flood,126900,0
/09/1997,IDN,Forest fire,8000000,0
/09/1997,IDN,Drought,88000,0
11/07/1998,IDN,Ash fall,0,Mt. Merapi
29/11/1998,IDN,Ground movement,200000,0
05/01/1999,IDN,--,0,0
/06/1999,IDN,Forest fire,1800,0
09/12/1999,IDN,Mudslide,0,0
/02/2000,IDN,Forest fire,0,0
16/05/2000,IDN,Flash flood,79000,0
12/07/2000,IDN,Ground movement,2000,0
29/10/2000,IDN,Mudslide,43000,0
25/10/2000,IDN,Ground movement,0,0
28/11/2000,IDN,Riverine flood,34000,0
08/02/2001,IDN,Landslide,10000,0
04/02/2001,IDN,Flash flood,10000,0
28/06/2001,IDN,Ground movement,0,0
23/10/2001,IDN,Landslide,0,0
17/12/2001,IDN,--,0,0
08/01/2002,IDN,Riverine flood,0,0
27/01/2002,IDN,Riverine flood,350000,0
17/04/2002,IDN,Riverine flood,0,0
15/08/2002,IDN,Ground movement,0,0
10/10/2002,IDN,Tsunami,0,0
19/11/2002,IDN,Riverine flood,1600,0
20/09/2002,IDN,Ground movement,0,0
/01/2003,IDN,Riverine flood,0,0
29/01/2003,IDN,Landslide,0,0
10/01/2003,IDN,--,0,0
28/01/2003,IDN,Flash flood,0,0
18/03/2003,IDN,Landslide,0,0
27/05/2003,IDN,Ground movement,0,0
02/11/2003,IDN,Flash flood,0,0
10/12/2003,IDN,Riverine flood,0,0
01/01/2004,IDN,Ground movement,12000,0
05/02/2004,IDN,Ground movement,1000,0
03/02/2004,IDN,Convective storm,0,0
18/02/2004,IDN,Riverine flood,60000,0
30/03/2004,IDN,Tropical cyclone,0,0
23/04/2004,IDN,Landslide,0,0
08/06/2004,IDN,Ash fall,0,Mt. Bromo
11/11/2004,IDN,Ground movement,0,0
26/12/2004,IDN,Tsunami,4451600,0
21/02/2005,IDN,Landslide,5000,0
12/04/2005,IDN,Ash fall,0,Mt. Talang
09/08/2005,IDN,Forest fire,0,0
18/10/2005,IDN,Flash flood,0,0
01/01/2006,IDN,Landslide,27000,0
26/01/2006,IDN,Riverine flood,27100,0
19/04/2006,IDN,Riverine flood,0,0
14/03/2006,IDN,Tsunami,0,0
19/06/2006,IDN,Flash flood,55200,0
25/06/2006,IDN,Flash flood,0,0
17/07/2006,IDN,Tsunami,55000,0
15/12/2006,IDN,Landslide,0,0
22/12/2006,IDN,Flash flood,0,0
09/01/2007,IDN,Landslide,0,0
31/01/2007,IDN,Riverine flood,971000,0
06/03/2007,IDN,Ground movement,200000,0
09/07/2007,IDN,Ash fall,0,Mt. Gamkonora 
25/07/2007,IDN,Riverine flood,0,0
12/09/2007,IDN,Ground movement,500000,0
09/09/2007,IDN,Ground movement,0,0
25/11/2007,IDN,Ground movement,0,0
02/01/2008,IDN,Riverine flood,0,0
30/01/2008,IDN,Riverine flood,653,0
20/02/2008,IDN,Ground movement,0,0
01/03/2008,IDN,Riverine flood,0,0
15/04/2008,IDN,Ash fall,0,Mt. Egon
05/05/2008,IDN,Landslide,0,0
09/09/2008,IDN,Ground movement,0,0
16/11/2008,IDN,Ground movement,0,0
26/12/2008,IDN,Riverine flood,0,0
18/01/2009,IDN,Landslide,0,0
11/02/2009,IDN,Ground movement,9000,0
15/09/2009,IDN,Flash flood,0,0
30/09/2009,IDN,Ground movement,2200000,0
08/11/2009,IDN,Ground movement,2430,0
08/12/2009,IDN,Flash flood,0,0
22/01/2010,IDN,Flash flood,0,0
16/06/2010,IDN,Ground movement,0,0
29/08/2010,IDN,Ash fall,0,Mt. Sinabung
12/10/2010,IDN,Landslide,0,0
25/10/2010,IDN,Tsunami,0,0
11/09/2010,IDN,Riverine flood,0,0
11/03/2011,IDN,Tsunami,0,0
06/02/2011,IDN,Flash flood,0,0
05/09/2011,IDN,Ground movement,5850,0
11/07/2011,IDN,Ash fall,0,Mt. Lokon
01/04/2011,IDN,Riverine flood,0,0
17/03/2011,IDN,Riverine flood,0,0
24/05/2012,IDN,Landslide,0,0
24/07/2012,IDN,Riverine flood,0,0
18/08/2012,IDN,Ground movement,0,0
25/08/2012,IDN,Flash flood,0,0
25/01/2012,IDN,Convective storm,1000,Tropical Cyclone Iggy
09/05/2012,IDN,Riverine flood,0,0
17/01/2013,IDN,Riverine flood,3000000,0
25/01/2013,IDN,Landslide,0,0
15/02/2013,IDN,Riverine flood,2000,0
07/04/2013,IDN,Riverine flood,0,0
28/07/2013,IDN,Riverine flood,0,0
07/10/2013,IDN,Riverine flood,0,0
28/12/2013,IDN,Riverine flood,2000,0
14/12/2013,IDN,Riverine flood,2000,0
14/01/2014,IDN,Riverine flood,153000,0
24/01/2014,IDN,Riverine flood,173000,0
08/01/2014,IDN,Riverine flood,600000,0
14/02/2014,IDN,Ash fall,103000,Mt. Kelud
22/11/2014,IDN,Riverine flood,0,0
23/01/2015,IDN,Flash flood,0,0
30/01/2015,IDN,Riverine flood,0,0
28/03/2015,IDN,Rockfall,0,0
06/05/2015,IDN,Landslide,0,0
24/09/2015,IDN,Ground movement,0,0
03/12/2015,IDN,Landslide,0,0
16/01/2016,IDN,Ground movement,0,0
19/02/2016,IDN,--,0,0
08/03/2016,IDN,Riverine flood,0,0
17/06/2016,IDN,Landslide,25000,0
20/09/2016,IDN,--,22000,0
01/08/2016,IDN,Ground movement,0,0
13/11/2016,IDN,Riverine flood,0,0
21/12/2016,IDN,--,74000,0
01/05/1929,IRN,Ground movement,0,0
//1947,IRN,Ground movement,0,0
/06/1950,IRN,--,0,0
12/02/1953,IRN,Ground movement,0,0
/08/1953,IRN,--,0,0
01/08/1954,IRN,Flash flood,0,0
/07/1956,IRN,--,0,0
13/12/1957,IRN,Ground movement,0,0
/09/1957,IRN,--,0,0
24/04/1960,IRN,Ground movement,0,0
/09/1962,IRN,Ground movement,30000,0
13/09/1966,IRN,--,0,0
31/08/1968,IRN,Ground movement,35000,0
03/01/1969,IRN,Ground movement,0,0
27/01/1970,IRN,Landslide,0,0
10/02/1972,IRN,Convective storm,0,0
21/04/1975,IRN,--,0,0
21/03/1977,IRN,Ground movement,0,0
26/05/1977,IRN,Ground movement,0,0
20/12/1977,IRN,Ground movement,0,0
14/12/1978,IRN,Ground movement,0,0
14/11/1979,IRN,Ground movement,0,0
/02/1980,IRN,--,0,0
19/12/1980,IRN,Ground movement,0,0
30/11/1980,IRN,Ground movement,0,0
11/06/1981,IRN,Ground movement,5000,0
19/10/1981,IRN,--,0,0
22/07/1983,IRN,Ground movement,5000,0
30/11/1986,IRN,Riverine flood,1561000,0
20/12/1986,IRN,Ground movement,0,0
11/01/1987,IRN,Ground movement,0,0
24/07/1987,IRN,Riverine flood,0,0
/09/1987,IRN,--,0,0
/06/1987,IRN,--,0,0
27/10/1987,IRN,--,0,0
11/08/1988,IRN,Ground movement,0,0
26/08/1988,IRN,--,150000,0
27/05/1989,IRN,Ground movement,0,0
21/06/1990,IRN,Ground movement,8000000,0
16/02/1990,IRN,Avalanche,0,0
27/01/1991,IRN,Riverine flood,28000,0
10/12/1991,IRN,Riverine flood,0,0
12/12/1991,IRN,--,0,0
28/04/1992,IRN,Riverine flood,2969100,0
04/03/1992,IRN,Ground movement,0,0
03/02/1993,IRN,Riverine flood,1000000,0
25/05/1993,IRN,Convective storm,15000,0
27/01/1993,IRN,Ground movement,0,0
23/02/1994,IRN,Ground movement,1400,0
09/07/1994,IRN,Riverine flood,0,0
/10/1994,IRN,--,0,0
01/06/1995,IRN,--,0,0
21/04/1995,IRN,Riverine flood,90000,0
07/07/1996,IRN,Riverine flood,9000,0
28/03/1996,IRN,Riverine flood,7930,0
28/02/1997,IRN,Ground movement,76000,0
25/06/1997,IRN,Ground movement,0,0
18/06/1997,IRN,Riverine flood,20000,0
14/03/1998,IRN,Ground movement,0,0
28/03/1998,IRN,Flash flood,98000,0
31/07/1998,IRN,Riverine flood,50500,0
05/10/1998,IRN,Ground movement,0,0
/02/1999,IRN,--,0,0
15/07/1999,IRN,Flash flood,43000,0
08/08/1999,IRN,Riverine flood,0,0
/04/1999,IRN,Drought,3300000,0
02/02/2000,IRN,Ground movement,0,0
08/08/2000,IRN,Flash flood,6000,0
30/11/2000,IRN,Flash flood,0,0
20/07/2001,IRN,Riverine flood,25000,0
01/10/2001,IRN,Flash flood,0,0
11/01/2002,IRN,Riverine flood,59060,0
14/04/2002,IRN,Riverine flood,0,0
/06/2002,IRN,"Land fire (Brush, Bush, Pastur",0,0
10/08/2002,IRN,Riverine flood,4000,0
25/09/2002,IRN,Ground movement,0,0
26/03/2003,IRN,Riverine flood,838,0
10/07/2003,IRN,Ground movement,21666,0
11/12/2003,IRN,Ground movement,0,0
10/01/2004,IRN,Flash flood,0,0
28/05/2004,IRN,Ground movement,165000,0
10/01/2005,IRN,Ground movement,0,0
22/02/2005,IRN,Ground movement,80000,0
31/07/2005,IRN,Riverine flood,0,0
15/08/2005,IRN,--,0,0
13/03/2005,IRN,Ground movement,0,0
31/03/2006,IRN,Ground movement,42262,0
08/05/2006,IRN,Riverine flood,16000,0
27/06/2007,IRN,Flash flood,22000,0
01/05/2008,IRN,Ground movement,0,0
10/09/2008,IRN,Ground movement,0,0
03/11/2009,IRN,Ground movement,0,0
30/07/2010,IRN,Ground movement,0,0
06/11/2010,IRN,Ground movement,0,0
27/08/2010,IRN,Ground movement,0,0
12/10/2012,IRN,Riverine flood,0,0
19/01/2012,IRN,Ground movement,0,0
16/04/2013,IRN,Ground movement,0,0
02/01/2014,IRN,Ground movement,2000,0
18/08/2014,IRN,Ground movement,43000,0
11/03/2015,IRN,Flash flood,60000,0
18/09/2015,IRN,--,0,0
01/09/2016,IRN,Convective storm,0,0
11/05/1967,IRQ,--,5000,0
//1969,IRQ,Drought,2000,0
//1998,IRQ,Drought,0,0
04/02/2006,IRQ,Riverine flood,1300,0
10/09/2008,IRQ,Riverine flood,0,0
22/04/2011,IRQ,Flash flood,0,0
18/11/2013,IRQ,Riverine flood,0,0
13/01/1983,IRL,--,0,0
/10/1987,IRL,--,0,0
24/01/1990,IRL,--,30000,Daria
25/02/1990,IRL,--,20000,Vivian
13/06/1993,IRL,Flash flood,38000,0
24/12/1998,IRL,--,50,0
/11/2000,IRL,--,100000,0
27/10/2004,IRL,--,0,0
18/11/2009,IRL,Riverine flood,0,0
12/02/2014,IRL,Extra-tropical storm,0,Ulla
30/12/1970,ISR,Landslide,0,0
12/12/1991,ISR,--,0,0
02/07/1995,ISR,Forest fire,45000,0
31/12/1998,ISR,Flash flood,0,0
19/01/2000,ISR,--,2750,0
19/01/2010,ISR,Riverine flood,0,0
02/12/2013,ISR,Convective storm,0,Winter storm Alexa
18/11/2016,ISR,"Land fire (Brush, Bush, Pastur",520000,0
18/04/1906,ITA,Ash fall,0,Mt. Vesuve
13/01/1915,ITA,Ground movement,60000,0
11/02/1922,ITA,--,0,0
//1939,ITA,Riverine flood,0,0
/09/1948,ITA,--,0,0
14/11/1951,ITA,--,300000,0
21/10/1953,ITA,--,0,0
17/09/1960,ITA,--,0,0
05/07/1965,ITA,Convective storm,0,0
03/11/1966,ITA,--,2000000,0
02/11/1968,ITA,--,0,0
07/10/1970,ITA,Riverine flood,268300,0
04/02/1972,ITA,Ground movement,0,0
14/07/1973,ITA,--,0,0
/04/1975,ITA,--,0,0
09/09/1976,ITA,Ground movement,0,0
/10/1977,ITA,--,150000,0
25/06/1978,ITA,Convective storm,1000,0
19/09/1979,ITA,Ground movement,0,0
07/06/1981,ITA,Ground movement,0,0
21/03/1982,ITA,Ground movement,0,0
14/12/1982,ITA,--,700000,0
19/09/1983,ITA,Ground movement,0,0
29/04/1984,ITA,Ground movement,0,0
20/10/1984,ITA,Ground movement,0,0
02/02/1986,ITA,--,20000,0
/09/1987,ITA,--,70000,0
09/07/1987,ITA,--,625700,0
17/07/1987,ITA,--,0,0
13/12/1990,ITA,Ground movement,500000,0
/04/1990,ITA,Forest fire,705000,0
15/12/1991,ITA,Ash fall,0,Mt. Etna
31/10/1992,ITA,Riverine flood,687300,0
24/08/1994,ITA,Convective storm,0,0
01/11/1994,ITA,Riverine flood,9300000,0
08/08/1996,ITA,--,0,0
26/09/1997,ITA,Ground movement,4524900,0
/04/1997,ITA,Drought,800000,0
01/05/1998,ITA,--,28700,0
09/01/1999,ITA,Avalanche,5510,0
10/09/2000,ITA,Riverine flood,0,0
14/10/2000,ITA,Flash flood,8000000,0
/01/2001,ITA,Riverine flood,0,0
06/07/2001,ITA,Convective storm,175000,Willy
06/06/2002,ITA,Flash flood,0,0
29/10/2002,ITA,Ground movement,0,0
22/11/2002,ITA,Riverine flood,350000,0
/05/2002,ITA,Drought,0,0
11/04/2003,ITA,Ground movement,561352,0
29/08/2003,ITA,Riverine flood,655000,0
27/12/2005,ITA,Severe winter conditions,0,0
30/04/2006,ITA,--,0,0
/07/2007,ITA,Forest fire,0,0
12/07/2008,ITA,--,0,0
24/01/2009,ITA,Extra-tropical storm,0,Klaus
20/07/2009,ITA,Forest fire,115000,0
21/12/2009,ITA,Cold wave,0,0
01/12/2010,ITA,Cold wave,0,0
17/08/2011,ITA,Heat wave,0,0
04/11/2011,ITA,Flash flood,0,0
/02/2012,ITA,Cold wave,132601,0
29/05/2012,ITA,Ground movement,0,0
01/06/2012,ITA,Drought,1190000,0
18/01/2014,ITA,Flash flood,120000,0
02/05/2014,ITA,Flash flood,120000,0
12/11/2014,ITA,Convective storm,250000,0
14/10/2015,ITA,Flash flood,163000,0
11/08/2015,ITA,Flash flood,111000,0
26/10/2016,ITA,Ground movement,200000,0
23/11/2016,ITA,Riverine flood,100000,0
10/08/1903,JAM,Tropical cyclone,0,0
04/11/1909,JAM,Landslide,0,0
22/09/1917,JAM,Tropical cyclone,0,0
//1933,JAM,Riverine flood,0,0
19/10/1935,JAM,Tropical cyclone,2000,0
30/11/1937,JAM,Landslide,0,0
20/08/1944,JAM,Tropical cyclone,0,0
03/10/1963,JAM,Tropical cyclone,11525,Flora
17/10/1973,JAM,Tropical cyclone,1700,Gilda
12/06/1979,JAM,--,0,0
/01/1981,JAM,Drought,0,0
15/05/1986,JAM,--,76000,0
29/01/1988,JAM,--,440,0
21/05/1991,JAM,Flash flood,30000,0
13/11/1994,JAM,--,1000,Gordon
/03/2000,JAM,Drought,6000,0
23/05/2002,JAM,Riverine flood,20000,0
18/09/2002,JAM,Tropical cyclone,1000,Isidore
11/09/2004,JAM,Tropical cyclone,595000,Ivan
18/07/2005,JAM,Tropical cyclone,1000,Emily
22/11/2006,JAM,Riverine flood,0,0
28/10/2007,JAM,Tropical cyclone,0,Noel
28/08/2008,JAM,Tropical cyclone,66198,"Hurricane ""Gustav"""
24/10/2012,JAM,Tropical cyclone,16542,Hurricane Sandy
27/09/2016,JAM,Extra-tropical storm,0,Hurricane Matthew
10/08/1901,JPN,Tsunami,0,0
07/07/1907,JPN,Tsunami,0,0
/09/1912,JPN,Tropical cyclone,20000,0
18/03/1914,JPN,Ground movement,0,0
/09/1917,JPN,Tropical cyclone,50000,0
01/09/1923,JPN,Landslide,0,0
01/09/1923,JPN,Tsunami,0,0
07/03/1927,JPN,Tsunami,40000,0
25/11/1930,JPN,Ground movement,0,0
02/03/1933,JPN,Tsunami,25000,0
28/06/1938,JPN,--,0,0
20/09/1943,JPN,--,0,0
//1945,JPN,Ash fall,80000,Unsendake
/10/1945,JPN,Tropical cyclone,0,Akune
20/12/1946,JPN,Ground movement,0,0
15/09/1947,JPN,Tropical cyclone,0,Catherine
/09/1948,JPN,Tropical cyclone,0,Lone
/07/1949,JPN,Tropical cyclone,0,0
/09/1950,JPN,Tropical cyclone,0,Jane
/08/1950,JPN,--,0,0
/10/1951,JPN,Tropical cyclone,0,Ruth
04/03/1952,JPN,Ground movement,0,0
23/06/1953,JPN,--,0,0
/06/1953,JPN,Tropical cyclone,0,0
/08/1953,JPN,--,0,0
26/09/1954,JPN,Tropical cyclone,0,0
/09/1954,JPN,Tropical cyclone,0,0
/04/1955,JPN,Landslide,0,0
/02/1956,JPN,Landslide,0,0
/10/1956,JPN,--,0,0
/09/1957,JPN,Tropical cyclone,0,0
27/09/1958,JPN,Tropical cyclone,0,Ida
/08/1958,JPN,Tropical cyclone,0,0
/07/1959,JPN,--,0,0
/10/1959,JPN,Tropical cyclone,0,0
/08/1960,JPN,Tropical cyclone,0,0
16/09/1961,JPN,Tropical cyclone,0,0
/07/1962,JPN,--,0,0
/07/1963,JPN,--,0,0
16/06/1964,JPN,Tsunami,800000,0
/07/1964,JPN,--,0,0
10/06/1965,JPN,Tropical cyclone,0,Dinah
06/08/1965,JPN,Tropical cyclone,0,Jean
18/09/1965,JPN,--,90000,0
17/09/1966,JPN,Tropical cyclone,7900,Alice & Cora
09/07/1967,JPN,Tropical cyclone,0,Billie
28/10/1967,JPN,Tropical cyclone,0,Diana
28/07/1968,JPN,Tropical cyclone,0,0
/08/1968,JPN,Tropical cyclone,0,0
05/08/1971,JPN,Tropical cyclone,0,0
16/09/1972,JPN,Tropical cyclone,0,Helen
/11/1973,JPN,--,0,0
09/05/1974,JPN,Ground movement,0,0
11/07/1974,JPN,--,400000,0
15/08/1975,JPN,Tropical cyclone,505000,Phyllis
/07/1976,JPN,--,40000,0
31/07/1977,JPN,Tropical cyclone,0,Vera
07/08/1977,JPN,Ash fall,22000,Mount Usu
/04/1977,JPN,Drought,0,0
/06/1978,JPN,--,0,0
15/09/1978,JPN,Tropical cyclone,0,Irma
20/10/1979,JPN,Tropical cyclone,0,Tip
11/09/1980,JPN,Tropical cyclone,0,Orchid
29/06/1980,JPN,Ground movement,0,0
06/08/1981,JPN,Tropical cyclone,0,Phyllis
08/01/1981,JPN,--,0,0
//1981,JPN,Landslide,0,0
23/07/1982,JPN,--,32000,0
25/08/1982,JPN,Tropical cyclone,18000,Ellis
03/07/1982,JPN,--,0,0
24/07/1983,JPN,Mudslide,0,0
03/10/1983,JPN,Ash fall,0,Mount Oyama
//1983,JPN,Landslide,0,0
14/09/1984,JPN,Ground movement,43000,0
//1984,JPN,Landslide,0,0
04/10/1985,JPN,Ground movement,0,0
/04/1986,JPN,Convective storm,0,0
21/11/1986,JPN,Ash fall,0,Mount Mihara
//1986,JPN,--,0,0
16/10/1987,JPN,Tropical cyclone,0,Kelly
16/12/1988,JPN,Ash fall,0,Tokachidake
/08/1989,JPN,Tropical cyclone,0,0
//1989,JPN,--,0,0
12/12/1990,JPN,Convective storm,13000,0
25/06/1990,JPN,Riverine flood,1700000,0
20/08/1991,JPN,Tropical cyclone,5000,Gladys
14/09/1991,JPN,Tropical cyclone,0,Kinna
27/09/1991,JPN,Tropical cyclone,10000000,Mireille (n°19)
31/01/1992,JPN,--,0,0
03/09/1992,JPN,Tropical cyclone,0,Yancy
05/09/1993,JPN,Tropical cyclone,1300000,Yancy
29/04/1993,JPN,--,0,0
07/07/1993,JPN,Mudslide,0,0
08/08/1993,JPN,Tropical cyclone,450000,Robyn
21/08/1994,JPN,Tropical cyclone,6000,Fred (9416)
28/12/1994,JPN,Ground movement,170400,0
29/09/1994,JPN,Tropical cyclone,0,Orchid
/07/1995,JPN,--,74300,0
15/09/1995,JPN,Tropical cyclone,9600,Oscar
14/08/1996,JPN,Tropical cyclone,0,Kirk
18/08/1997,JPN,Tropical cyclone,100000,Winnie
09/01/1998,JPN,--,0,0
12/08/1998,JPN,Landslide,0,0
22/09/1998,JPN,Tropical cyclone,3000000,Vicky (7) and Waldo (8)
18/09/1998,JPN,Tropical cyclone,0,Stella
22/09/1999,JPN,Tropical cyclone,5000000,Bart
31/03/2000,JPN,Ash fall,0,Mt. Isu
01/07/2000,JPN,Ground movement,0,0
10/08/2000,JPN,Ash fall,0,Mt. Oyama
10/09/2000,JPN,Coastal flood,7440000,0
20/01/2001,JPN,--,0,0
/06/2001,JPN,--,0,0
20/06/2001,JPN,--,0,0
22/03/2002,JPN,Forest fire,0,0
15/07/2002,JPN,Tropical cyclone,0,Halong
04/09/2002,JPN,--,20000,Sinlaku
26/05/2003,JPN,Ground movement,233000,0
25/07/2003,JPN,Ground movement,411000,0
12/09/2003,JPN,Tropical cyclone,50000,Maemi
16/06/2004,JPN,Tropical cyclone,0,Dianmu (Helen/09W)
/07/2004,JPN,Heat wave,0,0
23/08/2004,JPN,Tropical cyclone,500,Aere (Marce/20W)
03/09/2004,JPN,Tropical cyclone,9000000,Songda (Nina/22W)
03/10/2004,JPN,Tropical cyclone,603000,Ma-on (Rolly/26W)
23/10/2004,JPN,Ground movement,28000000,0
20/03/2005,JPN,Ground movement,400000,0
28/06/2005,JPN,Riverine flood,0,0
02/09/2005,JPN,Tropical cyclone,1000000,Nabi (Jolina/14W)
19/06/2006,JPN,Riverine flood,0,0
15/09/2006,JPN,Tropical cyclone,2500000,Shanshan (13)
21/01/2006,JPN,--,0,0
16/07/2007,JPN,Ground movement,12500000,0
04/07/2007,JPN,Riverine flood,0,0
17/09/2007,JPN,Tropical cyclone,0,Wipha/Goring
15/04/2007,JPN,Ground movement,0,0
23/07/2008,JPN,Ground movement,110000,0
/07/2008,JPN,Heat wave,0,0
26/07/2009,JPN,Landslide,0,0
10/08/2009,JPN,Tsunami,400000,0
/07/2009,JPN,Heat wave,0,0
19/07/2010,JPN,Heat wave,0,0
07/04/2011,JPN,Ground movement,0,0
02/09/2011,JPN,Tropical cyclone,650000,Typhoon Talas
19/07/2011,JPN,Convective storm,50000,Typhoon Ma-on
01/01/2012,JPN,Convective storm,158000,0
12/07/2012,JPN,Riverine flood,1400000,0
29/09/2012,JPN,Tropical cyclone,27400,Typhoon Jelawat
15/09/2012,JPN,Tropical cyclone,31000,Typhoon Sanba
23/02/2013,JPN,Convective storm,14200,0
28/07/2013,JPN,Riverine flood,2000,0
02/09/2013,JPN,Convective storm,2000,0
04/09/2013,JPN,Tropical cyclone,2000,Tropical storm Toraji
07/10/2013,JPN,Tropical cyclone,0,Tropical storm Fitow
14/02/2014,JPN,Convective storm,185000,0
20/08/2014,JPN,Landslide,38000,0
10/08/2014,JPN,Tropical cyclone,200000,Typhoon Halong
12/10/2014,JPN,Tropical cyclone,100000,Typhoon Vongfong
22/11/2014,JPN,Ground movement,2000,0
02/12/2014,JPN,Convective storm,0,0
12/05/2015,JPN,Tropical cyclone,23200,Typhoon Noul (Dodong)
16/07/2015,JPN,Tropical cyclone,207000,Typhoon Nangka
09/09/2015,JPN,Riverine flood,1400000,0
28/09/2015,JPN,Tropical cyclone,0,Typhoon Dujuan
11/05/2015,JPN,Heat wave,0,0
20/01/2016,JPN,Cold wave,0,0
16/04/2016,JPN,Ground movement,20000000,0
04/09/2016,JPN,Tropical cyclone,0,Typhoon Lionrock
22/08/2016,JPN,Tropical cyclone,100000,Tropical storm Mindulle
21/10/2016,JPN,Ground movement,100000,0
11/07/1927,JOR,Ground movement,0,0
13/01/1965,JOR,--,1000,0
16/10/1987,JOR,--,0,0
12/12/1991,JOR,--,0,0
18/10/1997,JOR,--,1000,0
24/01/2000,JOR,--,0,0
/08/2000,JOR,Drought,0,0
20/12/2002,JOR,--,0,0
11/07/1927,JOR,Ground movement,0,0
13/01/1965,JOR,--,1000,0
16/10/1987,JOR,--,0,0
12/12/1991,JOR,--,0,0
18/10/1997,JOR,--,1000,0
24/01/2000,JOR,--,0,0
/08/2000,JOR,Drought,0,0
26/05/1993,KAZ,Riverine flood,36532,0
17/08/1997,KAZ,Forest fire,0,0
/04/2000,KAZ,--,1500,0
13/05/2001,KAZ,--,0,0
14/03/2004,KAZ,Mudslide,0,0
20/02/2008,KAZ,Riverine flood,130000,0
17/03/2010,KAZ,Riverine flood,0,0
18/02/2012,KAZ,Riverine flood,0,0
23/03/2014,KAZ,Flash flood,0,0
/05/1964,KEN,--,0,0
/05/1968,KEN,--,50,0
//1975,KEN,--,0,0
//1979,KEN,Drought,0,0
//1984,KEN,Drought,0,0
24/05/1990,KEN,Ground movement,0,0
//1991,KEN,Drought,0,0
06/04/1996,KEN,Riverine flood,0,0
/09/1997,KEN,--,11800,0
/12/1999,KEN,Drought,0,0
30/04/2002,KEN,Landslide,0,0
29/10/2002,KEN,Riverine flood,0,0
21/12/2002,KEN,Riverine flood,0,0
04/01/2003,KEN,Riverine flood,0,0
09/04/2004,KEN,Riverine flood,0,0
/07/2004,KEN,Drought,0,0
18/05/2005,KEN,Flash flood,0,0
/12/2005,KEN,Drought,0,0
25/04/2006,KEN,Riverine flood,0,0
23/10/2006,KEN,Riverine flood,0,0
10/08/2007,KEN,Mudslide,0,0
12/12/2007,KEN,Riverine flood,0,0
20/03/2008,KEN,--,0,0
14/10/2008,KEN,Flash flood,0,0
08/11/2008,KEN,Landslide,0,0
/07/2008,KEN,Drought,0,0
24/12/2009,KEN,Riverine flood,0,0
30/04/2010,KEN,Landslide,0,0
/01/2011,KEN,Drought,0,0
04/11/2011,KEN,Riverine flood,0,0
//2011,KEN,Drought,0,0
10/03/2013,KEN,Riverine flood,36000,0
13/01/2013,KEN,Riverine flood,0,0
/01/2014,KEN,Drought,0,0
27/04/2015,KEN,Riverine flood,0,0
10/03/2016,KEN,Riverine flood,0,0
/06/2016,KEN,Drought,0,0
/03/1999,KIR,Drought,0,0
03/03/2014,KIR,Coastal flood,0,0
/08/1979,PRK,Ground movement,0,0
//1987,PRK,--,0,0
01/08/1995,PRK,Riverine flood,15000000,0
26/07/1996,PRK,--,2200000,0
21/08/1997,PRK,Coastal flood,0,0
30/07/1999,PRK,Flash flood,2000,0
01/08/2001,PRK,Riverine flood,0,0
05/08/2002,PRK,Riverine flood,0,0
24/07/2004,PRK,Riverine flood,20000,0
30/06/2005,PRK,Flash flood,0,0
21/10/2006,PRK,Coastal flood,0,0
17/09/2007,PRK,Tropical cyclone,0,Wipha/Goring
21/08/2010,PRK,Riverine flood,0,0
07/08/2011,PRK,Tropical cyclone,0,"Typhoon ""Kabayan"" (Muifa)"
25/07/2011,PRK,Riverine flood,0,0
28/08/2012,PRK,Tropical cyclone,0,Typhoon Bolaven
12/07/2013,PRK,Riverine flood,0,0
/06/2015,PRK,Drought,0,0
22/07/2016,PRK,--,0,0
/03/1956,KOR,Landslide,0,0
/08/1957,KOR,--,0,0
/07/1959,KOR,--,0,0
/08/1962,KOR,--,0,0
13/09/1964,KOR,--,1000,0
24/07/1966,KOR,--,1900,0
24/10/1968,KOR,--,3000,0
14/09/1969,KOR,--,22400,0
15/09/1970,KOR,--,0,0
/07/1971,KOR,--,0,0
13/09/1972,KOR,--,634,0
08/07/1977,KOR,--,20000,0
/06/1978,KOR,--,400,0
26/08/1979,KOR,Tropical cyclone,40000,Judy
15/09/1980,KOR,Tropical cyclone,7220,Orchid
04/07/1981,KOR,Landslide,0,0
27/08/1982,KOR,Tropical cyclone,0,Ellis
31/08/1984,KOR,--,165000,0
30/08/1986,KOR,Tropical cyclone,10900,Vera
16/08/1987,KOR,Riverine flood,22000,0
/07/1988,KOR,Landslide,0,0
11/09/1990,KOR,Riverine flood,38000,0
29/07/1990,KOR,Heat wave,0,0
23/08/1991,KOR,Tropical cyclone,310000,Gladys
22/09/1992,KOR,Tropical cyclone,0,Ted
21/08/1993,KOR,Mudslide,108700,0
24/08/1995,KOR,Tropical cyclone,425000,Janis
26/07/1996,KOR,--,120000,0
04/08/1997,KOR,--,0,0
16/01/1998,KOR,Convective storm,2854,0
31/07/1998,KOR,Flash flood,1480000,0
30/07/1999,KOR,Flash flood,332000,0
06/04/2000,KOR,Forest fire,0,0
26/08/2000,KOR,Flash flood,27000,0
16/09/2000,KOR,Tropical cyclone,71000,Saomai
