Date,ISO,Type,Death,Dollars
08/09/1996,CAN,Tropical cyclone,100,Hortense
29/05/1997,CAN,Forest fire,0,0
04/01/1998,CAN,--,1500000,0
02/05/1998,CAN,Forest fire,0,0
05/03/1999,CAN,Forest fire,0,0
14/07/2000,CAN,Convective storm,13000,0
28/05/2001,CAN,Forest fire,0,0
/07/2002,CAN,Forest fire,0,0
31/03/2003,CAN,Riverine flood,10000,0
04/08/2003,CAN,Flash flood,10000,0
28/09/2003,CAN,Tropical cyclone,110000,Juan
/01/2004,CAN,Convective storm,100000,0
28/03/2004,CAN,Riverine flood,0,0
/07/2005,CAN,Forest fire,0,0
26/09/2005,CAN,--,0,0
07/06/2005,CAN,Riverine flood,357000,0
12/04/2006,CAN,Riverine flood,0,0
26/05/2006,CAN,Riverine flood,0,0
14/02/2007,CAN,Convective storm,0,0
23/12/2007,CAN,--,0,0
26/04/2008,CAN,Riverine flood,0,0
23/08/2009,CAN,Tropical cyclone,0,Hurricane Bill
26/12/2010,CAN,Convective storm,0,0
21/08/2011,CAN,Convective storm,0,0
14/05/2011,CAN,Forest fire,1500000,0
24/12/2012,CAN,Convective storm,0,0
20/06/2013,CAN,Riverine flood,5700000,0
08/07/2013,CAN,Convective storm,1410000,0
04/08/2014,CAN,Flash flood,129000,0
01/05/2016,CAN,Forest fire,4000000,Fort McMurray wildfires
/01/1957,SPI,--,0,0
20/11/2001,SPI,--,0,0
26/07/2004,SPI,Heat wave,0,0
/07/2007,SPI,Forest fire,0,0
30/09/2002,CYM,Tropical cyclone,1000,Lili
13/08/2004,CYM,Tropical cyclone,5000,Charley
26/08/2008,CYM,Tropical cyclone,0,"Hurricane ""Gustav"""
12/09/1973,CAF,--,0,0
/02/1983,CAF,Drought,0,0
/01/1995,CAF,Forest fire,0,0
24/10/1998,CAF,--,0,0
25/10/1999,CAF,--,0,0
30/01/2002,CAF,Forest fire,0,0
24/10/2004,CAF,Flash flood,0,0
/07/2007,CAF,Riverine flood,0,0
17/01/2009,CAF,Convective storm,0,0
03/07/2009,CAF,Riverine flood,0,0
11/06/2011,CAF,Convective storm,0,0
15/02/2012,CAF,Convective storm,0,0
04/03/2013,CAF,Convective storm,0,0
24/04/2015,CAF,Convective storm,0,0
//1940,TCD,Drought,0,0
/10/1969,TCD,Drought,83000,0
/11/1981,TCD,Drought,0,0
25/06/1988,TCD,Convective storm,157,0
13/08/1991,TCD,Riverine flood,0,0
/08/1995,TCD,--,0,0
01/09/1998,TCD,--,0,0
19/08/2001,TCD,Flash flood,1000,0
05/09/2006,TCD,Riverine flood,0,0
25/08/2007,TCD,Riverine flood,0,0
20/07/2008,TCD,Riverine flood,0,0
12/09/2009,TCD,Riverine flood,0,0
/12/2009,TCD,Drought,0,0
15/07/2012,TCD,Riverine flood,10000,0
/06/2012,TCD,Drought,0,0
//1922,CHL,Ground movement,0,0
//1928,CHL,Ground movement,0,0
/09/1942,CHL,Ground movement,28000,0
/08/1946,CHL,Ground movement,0,0
20/04/1949,CHL,Ground movement,39000,0
06/05/1953,CHL,Ground movement,500000,0
/09/1958,CHL,Ground movement,10100,0
21/05/1960,CHL,Ground movement,550000,0
02/03/1964,CHL,Ash fall,0,0
/07/1965,CHL,--,10000,0
/08/1965,CHL,--,0,0
23/07/1968,CHL,--,0,0
20/06/1971,CHL,--,2500,0
/06/1974,CHL,--,10000,0
/06/1978,CHL,--,0,0
22/06/1982,CHL,--,0,0
/07/1984,CHL,Convective storm,0,0
03/03/1985,CHL,Ground movement,1500000,0
15/06/1986,CHL,Riverine flood,17200,0
08/08/1987,CHL,Ground movement,1000,0
12/08/1987,CHL,Riverine flood,0,0
29/07/1989,CHL,--,0,0
13/08/1991,CHL,Ash fall,15000,Hudson
/01/1991,CHL,Drought,200000,0
06/06/1992,CHL,--,0,0
05/05/1993,CHL,Riverine flood,34000,0
/01/1993,CHL,Forest fire,0,0
30/07/1995,CHL,Ground movement,1660,0
06/04/1997,CHL,Forest fire,0,0
20/06/1997,CHL,Convective storm,0,0
14/10/1997,CHL,Ground movement,48000,0
05/06/2000,CHL,Riverine flood,0,0
03/07/2000,CHL,Cold wave,10000,0
29/05/2001,CHL,--,0,0
30/07/2001,CHL,--,0,0
24/05/2002,CHL,Riverine flood,200000,0
24/08/2002,CHL,Riverine flood,0,0
23/01/2003,CHL,"Land fire (Brush, Bush, Pastur",0,0
/07/2004,CHL,Cold wave,0,0
13/06/2005,CHL,Ground movement,5000,0
26/08/2005,CHL,Riverine flood,0,0
21/04/2007,CHL,Tsunami,0,0
14/11/2007,CHL,Ground movement,100000,0
19/05/2008,CHL,Riverine flood,0,0
27/02/2010,CHL,Tsunami,30000000,0
/02/2011,CHL,"Land fire (Brush, Bush, Pastur",0,0
13/07/2011,CHL,Severe winter conditions,0,0
13/07/2011,CHL,Severe winter conditions,0,0
25/03/2012,CHL,Ground movement,100000,0
10/09/2013,CHL,Severe winter conditions,1000000,0
12/04/2014,CHL,"Land fire (Brush, Bush, Pastur",34000,0
13/03/2015,CHL,Forest fire,0,0
24/04/2015,CHL,Ash fall,600000,Calbuco
17/05/2015,CHL,--,0,0
16/09/2015,CHL,Tsunami,800000,0
15/04/2016,CHL,Riverine flood,100000,0
16/08/1906,CHL,Ground movement,100000,0
11/11/1922,CHL,Tsunami,0,0
24/01/1939,CHL,Ground movement,920000,0
/04/1943,CHL,Ground movement,100000,0
/10/1948,CHL,Ash fall,0,0
/12/1949,CHL,Ground movement,5200,0
/12/1953,CHL,Ground movement,7310,0
//1960,CHL,Ground movement,0,0
/03/1963,CHL,Ground movement,235000,0
28/03/1965,CHL,Ground movement,125000,0
/02/1965,CHL,Landslide,0,0
28/12/1966,CHL,Ground movement,400,0
/08/1968,CHL,Drought,55000,0
08/07/1971,CHL,Ground movement,236400,0
20/07/1977,CHL,--,6800,0
24/10/1979,CHL,Landslide,0,0
/10/1983,CHL,Ground movement,0,0
/07/1984,CHL,--,0,0
15/06/1986,CHL,Convective storm,0,0
17/07/1987,CHL,Riverine flood,177000,0
29/11/1987,CHL,Avalanche,0,0
/12/1988,CHL,Ash fall,0,Lonquimay
05/03/1990,CHL,--,0,0
19/06/1991,CHL,Mudslide,6000,0
26/05/1992,CHL,--,0,0
//1992,CHL,Forest fire,120000,0
19/04/1993,CHL,Ash fall,0,Lascar
08/05/1995,CHL,--,0,0
15/08/1995,CHL,Cold wave,10000,0
04/06/1997,CHL,Convective storm,0,0
10/06/1997,CHL,Riverine flood,182400,0
02/01/1999,CHL,Forest fire,280000,0
12/06/2000,CHL,Flash flood,30000,0
16/02/2001,CHL,--,8900,0
26/05/2001,CHL,--,0,0
/02/2002,CHL,Forest fire,80000,0
/07/2002,CHL,Cold wave,0,0
12/10/2002,CHL,Riverine flood,0,0
30/06/2004,CHL,Riverine flood,0,0
18/05/2005,CHL,Convective storm,0,0
26/06/2005,CHL,Riverine flood,0,0
11/07/2006,CHL,Riverine flood,0,0
/07/2007,CHL,Severe winter conditions,0,0
02/05/2008,CHL,Ash fall,0,Chaiten
29/08/2008,CHL,Riverine flood,23000,0
/07/2010,CHL,Cold wave,0,0
04/06/2011,CHL,Ash fall,0,"Volcano ""Puyehue"""
29/12/2011,CHL,Forest fire,200000,0
01/03/2012,CHL,Riverine flood,3100,Heavy rains
01/01/2012,CHL,--,200000,0
01/04/2014,CHL,Ground movement,100000,0
11/06/2014,CHL,Riverine flood,0,0
25/03/2015,CHL,Flash flood,1500000,0
/03/2015,CHL,Ash fall,0,Villarrica
08/08/2015,CHL,Convective storm,0,0
15/04/2016,CHL,Riverine flood,100000,0
21/10/1907,CHN,Ground movement,0,0
/08/1912,CHN,Tropical cyclone,0,0
//1917,CHN,Riverine flood,0,0
13/02/1918,CHN,Ground movement,0,0
//1920,CHN,Drought,0,0
24/03/1923,CHN,Ground movement,0,0
16/03/1925,CHN,Ground movement,0,0
26/09/1927,CHN,Tropical cyclone,0,0
/07/1931,CHN,Riverine flood,1400000,0
//1933,CHN,Riverine flood,0,0
23/03/1934,CHN,Landslide,0,0
/07/1939,CHN,Riverine flood,0,0
/05/1948,CHN,--,0,0
/09/1948,CHN,Tropical cyclone,0,0
14/08/1950,CHN,--,0,0
//1954,CHN,Ground movement,0,0
/08/1954,CHN,--,0,0
//1956,CHN,--,0,0
/07/1957,CHN,--,0,0
/08/1959,CHN,Tropical cyclone,0,Ellen
/06/1959,CHN,--,0,0
05/09/1964,CHN,Tropical cyclone,0,Ruby
09/03/1966,CHN,Ground movement,0,0
25/07/1969,CHN,Ground movement,0,0
07/09/1970,CHN,Tropical cyclone,0,Fran
04/02/1975,CHN,Ground movement,0,0
16/08/1976,CHN,Ground movement,0,0
09/07/1979,CHN,Ground movement,0,0
//1979,CHN,Drought,0,0
/07/1980,CHN,--,0,0
02/09/1980,CHN,Riverine flood,0,0
24/01/1981,CHN,Ground movement,0,0
/08/1981,CHN,--,1200000,0
/10/1981,CHN,--,0,0
15/04/1981,CHN,Convective storm,0,0
12/05/1982,CHN,Flash flood,0,0
/06/1982,CHN,Landslide,0,0
//1982,CHN,--,0,0
//1982,CHN,Landslide,0,0
/04/1983,CHN,Convective storm,0,0
/06/1983,CHN,Riverine flood,0,0
/03/1983,CHN,Tropical cyclone,0,0
03/11/1983,CHN,--,0,0
28/05/1984,CHN,Landslide,0,0
09/09/1984,CHN,Tropical cyclone,0,Ike
/06/1984,CHN,--,0,0
/02/1985,CHN,Landslide,0,0
18/04/1985,CHN,Ground movement,0,0
/06/1985,CHN,Riverine flood,0,0
30/07/1985,CHN,Tropical cyclone,0,0
/08/1985,CHN,--,350000,0
29/03/1985,CHN,Ground movement,0,0
21/04/1985,CHN,--,1350,0
//1985,CHN,Drought,0,0
/04/1986,CHN,--,50000,0
11/07/1986,CHN,Tropical cyclone,380000,Peggy
/08/1986,CHN,--,1500000,0
/01/1986,CHN,Convective storm,0,0
22/05/1986,CHN,--,0,0
06/03/1987,CHN,Convective storm,0,0
21/05/1987,CHN,Riverine flood,0,0
19/06/1987,CHN,Tropical cyclone,0,0
31/07/1987,CHN,Convective storm,0,0
02/08/1987,CHN,Ground movement,0,0
09/09/1987,CHN,Ground movement,0,0
09/06/1987,CHN,Tropical cyclone,0,Ruth
26/08/1987,CHN,Riverine flood,0,0
/04/1988,CHN,--,1063564,0
/06/1988,CHN,Riverine flood,12000,0
11/06/1988,CHN,--,0,0
15/07/1988,CHN,Landslide,0,0
06/08/1988,CHN,Flash flood,0,0
24/08/1988,CHN,Riverine flood,0,0
/09/1988,CHN,Riverine flood,540000,0
06/11/1988,CHN,Ground movement,269000,0
15/04/1989,CHN,Ground movement,164000,0
14/07/1989,CHN,--,2789000,0
18/10/1989,CHN,Ground movement,0,0
05/10/1989,CHN,Tropical cyclone,0,Brian
26/05/1989,CHN,Tropical cyclone,0,Brenda
22/09/1989,CHN,Ground movement,0,0
21/07/1989,CHN,Tropical cyclone,0,Hope
05/06/1990,CHN,Riverine flood,592000,0
24/06/1990,CHN,Tropical cyclone,16000,N°5
04/07/1990,CHN,Riverine flood,211000,0
20/10/1990,CHN,Ground movement,0,0
09/11/1990,CHN,Convective storm,335,0
04/04/1990,CHN,--,0,0
30/08/1990,CHN,Tropical cyclone,688000,Abe
31/08/1990,CHN,Tropical cyclone,743000,0
/07/1990,CHN,Riverine flood,0,0
25/02/1991,CHN,Ground movement,0,0
26/03/1991,CHN,Ground movement,0,0
20/07/1991,CHN,Tropical cyclone,465330,Amy
23/09/1991,CHN,Mudslide,0,0
10/07/1991,CHN,Tropical cyclone,117560,Zeke
07/03/1991,CHN,--,4800,0
15/03/1992,CHN,Riverine flood,170000,0
20/04/1992,CHN,Convective storm,96000,0
02/07/1992,CHN,Riverine flood,146000,0
03/07/1992,CHN,--,68700,0
31/07/1992,CHN,Ground movement,3150,0
01/08/1992,CHN,Flash flood,110000,0
12/08/1992,CHN,Landslide,0,0
29/08/1992,CHN,Tropical cyclone,412400,Polly
//1992,CHN,Drought,53200,0
27/01/1993,CHN,Ground movement,0,0
27/07/1993,CHN,Riverine flood,27000,0
21/08/1993,CHN,Tropical cyclone,433920,Tasha
/03/1993,CHN,Tropical cyclone,0,0
05/05/1993,CHN,Convective storm,41000,0
22/06/1993,CHN,Tropical cyclone,219670,Koryn
10/09/1993,CHN,Tropical cyclone,12610,Abe
24/09/1993,CHN,Tropical cyclone,286370,Dot
/06/1993,CHN,--,6061000,0
01/05/1994,CHN,--,200000,0
11/07/1994,CHN,Riverine flood,1810000,0
08/06/1994,CHN,Tropical cyclone,700,Russ
21/08/1994,CHN,Tropical cyclone,1150000,Fred (9416)
/07/1994,CHN,Landslide,0,0
/08/1994,CHN,Heat wave,0,0
23/07/1994,CHN,Riverine flood,1000,0
30/06/1994,CHN,Riverine flood,12100,0
/01/1994,CHN,Drought,13755200,0
16/02/1995,CHN,Convective storm,0,0
19/04/1995,CHN,Convective storm,36100,0
12/07/1995,CHN,Ground movement,36100,0
30/08/1995,CHN,Tropical cyclone,87000,Kent
24/10/1995,CHN,Ground movement,80000,0
06/04/1995,CHN,Forest fire,0,0
21/07/1995,CHN,Ground movement,0,0
/01/1995,CHN,Drought,12800,0
/01/1996,CHN,Convective storm,68000,0
19/04/1996,CHN,--,0,0
30/06/1996,CHN,Riverine flood,12600000,0
/05/1996,CHN,--,0,0
19/03/1996,CHN,Ground movement,24000,0
31/07/1996,CHN,Tropical cyclone,72000,Herb
03/08/1996,CHN,Coastal flood,0,0
25/09/1996,CHN,Ground movement,0,0
25/12/1996,CHN,--,0,0
06/08/1996,CHN,Tropical cyclone,200000,Kirk
21/01/1997,CHN,Ground movement,0,0
07/06/1997,CHN,Convective storm,155000,0
03/05/1997,CHN,Riverine flood,160000,0
15/08/1997,CHN,Tropical cyclone,2700000,Winnie
10/07/1997,CHN,Riverine flood,0,0
10/07/1997,CHN,Riverine flood,1027400,0
15/07/1997,CHN,Landslide,0,0
/09/1997,CHN,Cold wave,0,0
11/04/1997,CHN,Ground movement,0,0
03/06/1997,CHN,Riverine flood,1000,0
16/01/1998,CHN,Convective storm,0,0
18/04/1998,CHN,Convective storm,135000,0
01/07/1998,CHN,Riverine flood,30000000,0
24/05/1998,CHN,Riverine flood,34700,0
31/08/1998,CHN,Flash flood,20124,0
20/05/1998,CHN,--,37200,0
01/12/1998,CHN,Ground movement,22600,0
28/05/1998,CHN,Ground movement,0,0
26/10/1998,CHN,Ground movement,0,0
03/04/1999,CHN,Forest fire,0,0
23/04/1999,CHN,Convective storm,0,0
15/05/1999,CHN,Convective storm,0,0
16/06/1999,CHN,Landslide,0,0
12/08/1999,CHN,--,180000,0
11/03/1999,CHN,Ground movement,0,0
01/11/1999,CHN,Ground movement,44000,0
23/08/1999,CHN,Tropical cyclone,18000,Sam
06/09/1999,CHN,Flash flood,647000,0
12/08/1999,CHN,--,181200,0
/03/1999,CHN,Drought,0,0
26/01/2000,CHN,Ground movement,483,0
28/03/2000,CHN,--,0,0
13/04/2000,CHN,Riverine flood,12000,0
06/06/2000,CHN,Ground movement,0,0
05/06/2000,CHN,Landslide,0,0
17/06/2000,CHN,--,0,0
08/06/2000,CHN,Riverine flood,60000,0
18/07/2000,CHN,--,0,0
21/08/2000,CHN,Ground movement,43000,0
23/08/2000,CHN,Tropical cyclone,69443,Bilis
01/09/2000,CHN,Tropical cyclone,169000,Maria
09/09/2000,CHN,Tropical cyclone,0,Wukong
01/05/2000,CHN,Riverine flood,5000,0
/08/2000,CHN,Drought,0,0
01/01/2001,CHN,Convective storm,12000,0
12/04/2001,CHN,Ground movement,31000,0
01/05/2001,CHN,Landslide,0,0
23/06/2001,CHN,Tropical cyclone,470000,Chebi
01/07/2001,CHN,Tropical cyclone,2743000,Durian and Utor
25/08/2001,CHN,Riverine flood,17000,0
14/07/2001,CHN,Ground movement,0,0
25/07/2001,CHN,Tropical cyclone,40000,Toraji
01/08/2001,CHN,Landslide,0,0
07/07/2001,CHN,--,0,0
19/09/2001,CHN,Flash flood,300000,0
28/09/2001,CHN,Landslide,0,0
17/12/2001,CHN,Riverine flood,0,0
19/06/2001,CHN,Riverine flood,120000,0
25/03/2001,CHN,Convective storm,24000,0
/02/2001,CHN,Drought,0,0
14/03/2002,CHN,Convective storm,0,0
22/05/2002,CHN,Riverine flood,943000,0
08/06/2002,CHN,Flash flood,3100000,0
05/07/2002,CHN,--,85000,Rammasun
21/07/2002,CHN,Riverine flood,38600,0
05/08/2002,CHN,--,540000,0
/08/2002,CHN,Landslide,0,0
07/09/2002,CHN,--,100000,Sinlaku
04/10/2002,CHN,Landslide,0,0
08/08/2002,CHN,Ground movement,0,0
28/10/2002,CHN,Riverine flood,0,0
14/12/2002,CHN,Ground movement,0,0
/09/2002,CHN,Drought,0,0
24/02/2003,CHN,Ground movement,157000,0
14/04/2003,CHN,Convective storm,0,0
04/05/2003,CHN,Ground movement,0,0
15/05/2003,CHN,Riverine flood,160000,0
23/06/2003,CHN,Riverine flood,7890000,0
24/07/2003,CHN,Tropical cyclone,100000,Imbudo
19/07/2003,CHN,Convective storm,0,0
24/08/2003,CHN,Riverine flood,2440000,0
01/09/2003,CHN,Tropical cyclone,241000,Dujuan
25/10/2003,CHN,Ground movement,40000,0
14/11/2003,CHN,Ground movement,0,0
18/11/2003,CHN,Tropical cyclone,196938,Nepartak
20/09/2003,CHN,Riverine flood,9640,0
/07/2003,CHN,Drought,0,0
21/04/2004,CHN,Convective storm,6000,0
20/06/2004,CHN,Riverine flood,361000,0
01/06/2004,CHN,--,280,0
22/06/2004,CHN,Riverine flood,0,0
26/05/2004,CHN,--,0,0
28/06/2004,CHN,Riverine flood,0,0
13/05/2004,CHN,Riverine flood,53500,0
10/08/2004,CHN,Ground movement,50000,0
20/08/2004,CHN,Tropical cyclone,5000,Aere (Marce/20W)
18/10/2004,CHN,Ground movement,0,0
03/12/2004,CHN,Landslide,0,0
04/05/2004,CHN,Ground movement,0,0
28/02/2005,CHN,--,0,0
13/05/2005,CHN,--,0,0
10/06/2005,CHN,Convective storm,0,0
28/06/2005,CHN,Riverine flood,607000,0
19/06/2005,CHN,Riverine flood,2160000,0
13/06/2005,CHN,--,149000,0
30/07/2005,CHN,Tropical cyclone,850000,Matsa (Gorio/09W)
13/08/2005,CHN,Riverine flood,913000,0
21/07/2005,CHN,Riverine flood,560,0
26/09/2005,CHN,Tropical cyclone,1040000,Damrey
29/09/2005,CHN,Riverine flood,239000,0
26/11/2005,CHN,Ground movement,0,0
17/06/2005,CHN,Riverine flood,180700,0
01/07/2005,CHN,Riverine flood,271000,0
07/07/2005,CHN,Drought,0,0
12/01/2006,CHN,Ground movement,6900,0
21/04/2006,CHN,Riverine flood,36000,0
30/05/2006,CHN,Riverine flood,393000,0
13/06/2006,CHN,Riverine flood,0,0
08/06/2006,CHN,Riverine flood,0,0
17/06/2006,CHN,Riverine flood,0,0
28/06/2006,CHN,Riverine flood,11000,0
25/06/2006,CHN,Riverine flood,0,0
16/07/2006,CHN,Tropical cyclone,3325000,Bilis
07/07/2006,CHN,Riverine flood,31000,0
24/07/2006,CHN,Tropical cyclone,367000,Kaemi
14/07/2006,CHN,Riverine flood,0,0
03/08/2006,CHN,Tropical cyclone,900000,Prapiroon
20/06/2006,CHN,Ground movement,0,0
30/08/2006,CHN,Flash flood,0,0
06/10/2006,CHN,Riverine flood,0,0
03/11/2006,CHN,Ground movement,291,0
26/04/2006,CHN,Convective storm,282000,0
01/04/2007,CHN,--,26000,0
24/05/2007,CHN,Flash flood,78000,0
15/06/2007,CHN,Riverine flood,4425655,0
05/07/2007,CHN,Convective storm,7200,0
18/07/2007,CHN,Riverine flood,329000,0
29/07/2007,CHN,Riverine flood,0,0
18/08/2007,CHN,Convective storm,0,0
22/08/2007,CHN,Riverine flood,5500,0
31/08/2007,CHN,Riverine flood,26000,0
02/10/2007,CHN,Tropical cyclone,1077788,Krosa
10/01/2008,CHN,Severe winter conditions,21100000,0
14/03/2008,CHN,Avalanche,0,0
12/05/2008,CHN,Ground movement,85000000,0
13/06/2008,CHN,Landslide,0,0
24/06/2008,CHN,Tropical cyclone,175000,Typhoon Fengshen (Franck)
28/07/2008,CHN,Tropical cyclone,73000,"Tropical Storm ""Fung-Wong"" (Igme)"
08/08/2008,CHN,Tropical cyclone,80000,"Tropical storm ""Kammuri"" (Julian)"
22/08/2008,CHN,Tropical cyclone,58000,"Tropical storm ""Nuri"" (Karen)"
08/09/2008,CHN,Landslide,0,0
24/09/2008,CHN,Tropical cyclone,824000,"Typhoon ""Hagupit"" (Nina)"
06/10/2008,CHN,Ground movement,0,0
10/10/2008,CHN,Riverine flood,0,0
08/07/2008,CHN,Landslide,0,0
25/05/2008,CHN,Ground movement,0,0
03/06/2008,CHN,Convective storm,23000,0
25/01/2009,CHN,Ground movement,3100,0
01/04/2009,CHN,Riverine flood,0,0
14/06/2009,CHN,Convective storm,66000,0
19/06/2009,CHN,Riverine flood,59000,0
14/07/2009,CHN,Landslide,139000,0
01/07/2009,CHN,Riverine flood,1000000,0
06/08/2009,CHN,Landslide,0,0
28/08/2009,CHN,Riverine flood,0,0
13/10/2009,CHN,Tropical cyclone,35000,"Typhoon ""Pepeng"" (Parma)"
11/11/2009,CHN,Convective storm,19857,0
26/07/2009,CHN,Riverine flood,33000,0
07/06/2009,CHN,Riverine flood,281000,0
/06/2009,CHN,Drought,0,0
01/01/2010,CHN,Convective storm,90000,0
25/02/2010,CHN,Ground movement,0,0
06/05/2010,CHN,Convective storm,62251,0
29/05/2010,CHN,Riverine flood,18000000,0
16/07/2010,CHN,Tropical cyclone,500,Typhoon Conson (Basyang)
27/07/2010,CHN,Landslide,0,0
14/08/2010,CHN,Landslide,0,0
18/08/2010,CHN,Landslide,0,0
06/09/2010,CHN,Landslide,0,0
06/10/2010,CHN,Riverine flood,171000,0
05/12/2010,CHN,"Land fire (Brush, Bush, Pastur",0,0
29/08/2010,CHN,Ground movement,0,0
09/09/2010,CHN,Tropical cyclone,0,Typhoon Meranti
01/01/2011,CHN,Cold wave,281000,0
10/03/2011,CHN,Ground movement,290000,0
17/04/2011,CHN,Convective storm,15000,0
/06/2011,CHN,Riverine flood,0,0
11/07/2011,CHN,Riverine flood,54130,0
05/07/2011,CHN,Landslide,0,0
18/09/2011,CHN,Ground movement,0,0
29/09/2011,CHN,Tropical cyclone,219000,Typhoon Pedring (Nesat)
01/11/2011,CHN,Ground movement,56400,0
19/06/2011,CHN,Tropical cyclone,0,Tropical Storm Haima (Egay)
08/05/2012,CHN,Riverine flood,316333,0
24/06/2012,CHN,Ground movement,300000,0
11/07/2012,CHN,Riverine flood,0,0
24/07/2012,CHN,Tropical cyclone,329000,Typhoon Vicente
08/08/2012,CHN,Tropical cyclone,1500000,Typhoon Haikui
21/07/2012,CHN,Riverine flood,8000000,0
29/06/2012,CHN,Ground movement,68000,0
20/07/2012,CHN,Ground movement,0,0
05/10/2012,CHN,Landslide,0,0
07/09/2012,CHN,Riverine flood,500000,0
07/02/2012,CHN,Severe winter conditions,20200,0
20/04/2012,CHN,Convective storm,84000,0
27/07/2012,CHN,Riverine flood,800000,0
09/03/2012,CHN,Ground movement,84000,0
11/01/2013,CHN,Landslide,8000,0
03/03/2013,CHN,Ground movement,56000,0
29/03/2013,CHN,Convective storm,26000,0
29/03/2013,CHN,Landslide,0,0
12/05/2013,CHN,Riverine flood,661000,0
24/05/2013,CHN,Riverine flood,333000,0
14/06/2013,CHN,Riverine flood,555000,0
22/07/2013,CHN,Ground movement,1000000,0
14/07/2013,CHN,Tropical cyclone,460000,Typhoon Soulik
01/07/2013,CHN,Tropical cyclone,177000,Typhoon Rumbia
13/07/2013,CHN,Tropical cyclone,253000,Tropical storm Ciramon
25/07/2013,CHN,Riverine flood,571000,0
18/08/2013,CHN,Riverine flood,457000,0
31/08/2013,CHN,Ground movement,155000,0
02/08/2013,CHN,Tropical cyclone,20000,Tropical storm Jebi
16/09/2013,CHN,Riverine flood,343000,0
07/10/2013,CHN,Tropical cyclone,6700000,Tropical storm Fitow
22/11/2013,CHN,Ground movement,0,0
16/12/2013,CHN,Ground movement,6300,0
22/04/2013,CHN,Landslide,0,0
01/12/2013,CHN,Ground movement,0,0
/01/2013,CHN,Drought,0,0
12/02/2014,CHN,Ground movement,174000,0
27/03/2014,CHN,Convective storm,155000,0
16/04/2014,CHN,Convective storm,156000,0
24/05/2014,CHN,Ground movement,60000,0
24/05/2014,CHN,Riverine flood,1000000,0
14/06/2014,CHN,Tropical cyclone,131000,Hagibis
17/06/2014,CHN,Riverine flood,900000,0
18/07/2014,CHN,Tropical cyclone,4232973,Typhoon Rammasun (Glenda)
03/07/2014,CHN,Riverine flood,500000,0
19/07/2014,CHN,Convective storm,274000,0
02/09/2014,CHN,Convective storm,0,0
22/08/2014,CHN,Riverine flood,600000,0
27/08/2014,CHN,Landslide,0,0
10/09/2014,CHN,Riverine flood,1400000,0
10/07/2014,CHN,Riverine flood,0,0
22/11/2014,CHN,Ground movement,50000,0
06/12/2014,CHN,Ground movement,0,0
04/06/2014,CHN,Riverine flood,1100000,0
10/08/2014,CHN,Convective storm,31000,0
/06/2014,CHN,Drought,1180000,0
22/02/2015,CHN,Ground movement,14650,0
01/03/2015,CHN,Ground movement,15000,0
29/03/2015,CHN,Convective storm,108000,0
04/04/2015,CHN,Convective storm,20000,0
19/04/2015,CHN,Convective storm,250000,0
13/05/2015,CHN,Riverine flood,800000,0
13/05/2015,CHN,--,254000,0
16/06/2015,CHN,--,200000,0
01/06/2015,CHN,Riverine flood,625000,0
21/06/2015,CHN,Convective storm,145000,0
26/06/2015,CHN,Riverine flood,645000,0
09/07/2015,CHN,Tropical cyclone,213000,Tropical cyclone Linfa (Egay)
13/07/2015,CHN,Convective storm,85000,0
02/08/2015,CHN,--,418000,0
15/09/2015,CHN,--,0,0
04/10/2015,CHN,Tropical cyclone,4200000,Typhoon Mujigae
13/11/2015,CHN,Landslide,0,0
22/11/2015,CHN,Convective storm,0,0
20/01/2016,CHN,Cold wave,1600000,0
19/03/2016,CHN,Flash flood,170000,0
24/04/2016,CHN,Convective storm,202000,0
18/05/2016,CHN,Riverine flood,447000,0
24/06/2016,CHN,Convective storm,302000,0
09/06/2016,CHN,--,664000,0
18/06/2016,CHN,--,3000000,0
28/06/2016,CHN,--,22000000,0
07/07/2016,CHN,Landslide,0,0
18/07/2016,CHN,--,4500000,0
15/09/2016,CHN,Tropical cyclone,2300000,Typhoon Ferdie (Meranti)
16/10/2016,CHN,Tropical cyclone,890000,Typhoon Karen (Sarika)
02/08/2016,CHN,--,123000,Typhoon Carina (Nida)
05/08/2016,CHN,--,130000,0
18/09/2016,CHN,--,21000,0
08/12/2016,CHN,Ground movement,135000,0
/06/2016,CHN,Drought,3000000,0
05/11/1926,COL,Landslide,0,0
09/07/1950,COL,Ground movement,0,0
/12/1954,COL,Landslide,0,0
/07/1962,COL,Ground movement,0,0
27/11/1965,COL,Landslide,0,0
29/01/1968,COL,--,50,0
/04/1970,COL,--,50,0
/11/1970,COL,--,138800,0
/11/1970,COL,Ground movement,0,0
/06/1971,COL,--,0,0
26/01/1972,COL,Landslide,0,0
28/06/1973,COL,Landslide,0,0
28/06/1974,COL,Landslide,0,0
02/05/1976,COL,Landslide,0,0
