Year,iso,type,death,dollars
19/09/1995,MTQ,Storm,0,160000
19/11/1999,MTQ,Storm,0,0
29/11/2007,MTQ,Earthquake,1,0
//1914,MRT,Drought,0,0
//1965,MRT,Drought,0,0
//1977,MRT,Drought,0,0
//1985,MRT,Drought,0,0
/07/1985,MRT,Flood,0,0
//1993,MRT,Drought,0,0
//1998,MRT,Drought,0,0
16/10/1999,MRT,Storm,1,0
24/08/2001,MRT,Flood,0,0
09/01/2002,MRT,Flood,25,0
30/09/2005,MRT,Flood,0,0
11/10/2006,MRT,Flood,0,0
03/09/2007,MRT,Flood,1,0
21/09/2010,MRT,Flood,0,0
//2012,MRT,Drought,0,0
/02/1960,MUS,Storm,42,0
17/02/1972,MUS,Storm,2,0
/02/1979,MUS,Storm,0,0
16/01/1982,MUS,Storm,0,650
08/12/1983,MUS,Storm,1,0
29/01/1985,MUS,Storm,0,0
25/01/1991,MUS,Storm,0,0
09/12/1996,MUS,Storm,3,0
/04/1999,MUS,Drought,0,175000
25/02/2007,MUS,Storm,2,0
10/05/1929,MEX,Wildfire,60,0
20/02/1943,MEX,Volcanic activity,0,0
17/08/1951,MEX,Storm,50,0
/10/1952,MEX,Flood,40,0
19/09/1955,MEX,Storm,300,0
28/07/1957,MEX,Earthquake,160,25000
27/10/1959,MEX,Storm,960,20000
12/11/1961,MEX,Storm,436,0
06/06/1964,MEX,Earthquake,45,3000
07/10/1966,MEX,Storm,14,24000
/08/1967,MEX,Storm,77,184000
25/09/1968,MEX,Earthquake,15,0
14/08/1969,MEX,Storm,58,0
30/09/1970,MEX,Flood,35,0
03/05/1972,MEX,Flood,37,0
08/07/1973,MEX,Flood,30,0
28/08/1973,MEX,Earthquake,500,0
24/10/1975,MEX,Storm,29,0
01/10/1976,MEX,Storm,600,100000
/03/1978,MEX,Flood,6,24300
//1978,MEX,Drought,0,0
/08/1979,MEX,Flood,0,0
03/09/1980,MEX,Flood,100,0
/11/1980,MEX,Flood,4,87000
25/10/1981,MEX,Earthquake,3,0
/09/1982,MEX,Flood,4,0
26/11/1982,MEX,Flood,21,114600
11/08/1983,MEX,Landslide,50,0
/12/1983,MEX,Storm,140,0
/12/1984,MEX,Flood,0,0
/09/1986,MEX,Flood,20,0
24/11/1987,MEX,Earthquake,2,0
/01/1988,MEX,Extreme temperature ,23,600
14/09/1988,MEX,Storm,240,76000
//1988,MEX,Drought,0,0
/07/1989,MEX,Wildfire,0,83200
06/06/1990,MEX,Extreme temperature ,380,0
25/09/1990,MEX,Flood,45,44000
04/01/1991,MEX,Flood,0,2000
03/02/1992,MEX,Extreme temperature ,50,78000
/12/1992,MEX,Extreme temperature ,30,0
15/03/1993,MEX,Storm,0,2500
22/09/1993,MEX,Flood,45,0
22/06/1993,MEX,Storm,7,1670000
10/09/1993,MEX,Storm,1,0
21/12/1994,MEX,Volcanic activity,0,0
05/09/1995,MEX,Storm,0,0
15/09/1995,MEX,Storm,105,800000
09/10/1995,MEX,Earthquake,58,0
20/12/1995,MEX,Extreme temperature ,49,0
/06/1995,MEX,Drought,0,100000
30/07/1996,MEX,Storm,2,10
14/09/1996,MEX,Storm,1,0
//1996,MEX,Drought,0,1200000
12/01/1997,MEX,Earthquake,1,0
26/06/1997,MEX,Landslide,12,0
10/10/1997,MEX,Storm,230,447800
13/12/1997,MEX,Extreme temperature ,87,4000
28/09/1998,MEX,Landslide,12,0
26/06/1998,MEX,Wildfire,50,8000
12/09/1998,MEX,Flood,274,602700
06/11/1998,MEX,Storm,9,1000
17/09/1998,MEX,Flood,158,0
/01/1999,MEX,Extreme temperature ,15,0
12/06/1999,MEX,Flood,0,0
16/06/1999,MEX,Flood,10,0
06/09/1999,MEX,Storm,9,0
21/06/1999,MEX,Earthquake,0,0
//2000,MEX,Drought,0,100000
13/05/2000,MEX,Flood,14,0
14/06/2000,MEX,Flood,120,0
03/10/2000,MEX,Storm,23,1000
/10/2000,MEX,Extreme temperature ,66,0
21/09/2001,MEX,Flood,21,0
09/10/2001,MEX,Storm,2,1000
21/08/2001,MEX,Storm,0,0
17/08/2002,MEX,Flood,27,0
21/09/2002,MEX,Flood,10,0
26/10/2002,MEX,Storm,3,200000
//2002,MEX,Drought,0,210000
18/07/2003,MEX,Landslide,10,0
10/09/2003,MEX,Flood,2,0
/12/2003,MEX,Extreme temperature ,21,0
15/06/2003,MEX,Flood,0,0
06/04/2004,MEX,Flood,37,0
/11/2004,MEX,Extreme temperature ,14,0
18/07/2005,MEX,Storm,2,400000
30/06/2005,MEX,Storm,2,10000
24/10/2005,MEX,Storm,7,5000000
02/08/2006,MEX,Landslide,11,0
04/09/2006,MEX,Storm,7,0
18/09/2006,MEX,Storm,4,2700
/11/2006,MEX,Extreme temperature ,5,0
12/09/2007,MEX,Flood,0,0
01/10/2007,MEX,Storm,5,0
06/11/2007,MEX,Landslide,16,0
11/07/2008,MEX,Flood,12,0
18/09/2008,MEX,Landslide,22,0
19/09/2009,MEX,Flood,3,0
08/11/2009,MEX,Storm,0,0
02/10/2009,MEX,Flood,10,0
13/02/2010,MEX,Flood,41,16000
07/07/2010,MEX,Storm,22,2000000
20/09/2010,MEX,Flood,25,0
21/09/2010,MEX,Landslide,27,0
29/09/2010,MEX,Landslide,44,0
/05/2011,MEX,Wildfire,0,0
01/07/2011,MEX,Storm,22,70000
01/11/2011,MEX,Storm,5,27700
09/09/2011,MEX,Storm,10,0
18/07/2011,MEX,Flood,3,0
/12/2011,MEX,Drought,0,0
10/08/2012,MEX,Storm,12,300000
29/05/2013,MEX,Storm,4,0
08/09/2013,MEX,Flood,13,0
17/09/2013,MEX,Storm,23,1500000
06/06/2014,MEX,Storm,0,0
02/09/2014,MEX,Storm,3,14000
08/09/2014,MEX,Storm,1,500
20/10/2014,MEX,Storm,6,2000
26/05/2015,MEX,Storm,13,0
28/10/2015,MEX,Storm,14,823000
07/09/2016,MEX,Storm,11,50000
22/09/2016,MEX,Flood,13,0
10/11/2016,MEX,Flood,2,0
21/11/1987,FSM,Storm,5,6000
03/03/2002,FSM,Storm,0,0
25/11/2003,FSM,Storm,0,0
09/12/2008,FSM,Flood,0,0
/05/2016,FSM,Drought,0,0
21/11/1987,FSM,Storm,5,6000
03/03/2002,FSM,Storm,0,0
25/11/2003,FSM,Storm,0,0
09/12/2008,FSM,Flood,0,0
/05/2016,FSM,Drought,0,0
11/11/1994,MDA,Storm,3,0
15/03/1999,MDA,Flood,0,4000
/06/2000,MDA,Drought,2,0
19/08/2005,MDA,Flood,0,7752
//2007,MDA,Drought,0,406000
07/07/2010,MDA,Flood,1,0
//2012,MDA,Drought,0,0
11/07/1966,MNG,Flood,57,25000
/04/1986,MNG,Wildfire,0,0
/05/1990,MNG,Wildfire,0,110000
14/03/1993,MNG,Storm,7,10000
09/05/1996,MNG,Wildfire,25,1712800
/04/2000,MNG,Storm,4,80000
//2002,MNG,Drought,0,0
/01/2002,MNG,Storm,0,0
10/08/2003,MNG,Flood,15,270
26/07/2009,MNG,Flood,26,94
/01/2016,MNG,Extreme temperature ,0,0
04/01/2017,MNG,Extreme temperature ,0,0
31/01/1953,NLD,Flood,2000,300000
04/01/1976,NLD,Storm,0,0
/08/1985,NLD,Storm,0,0
26/01/1990,NLD,Storm,20,1200000
08/02/1990,NLD,Storm,0,70000
27/02/1990,NLD,Storm,0,180000
13/04/1992,NLD,Earthquake,0,0
31/12/1993,NLD,Flood,1,53000
02/02/1995,NLD,Storm,1,1180000
14/09/1998,NLD,Flood,0,530000
28/10/2002,NLD,Storm,4,300000
08/01/2005,NLD,Storm,0,0
30/12/2005,NLD,Extreme temperature ,0,0
18/01/2007,NLD,Storm,7,550000
28/02/2010,NLD,Storm,0,28000
28/10/2013,NLD,Storm,2,0
24/12/2013,NLD,Storm,0,0
30/12/1954,ANT,Storm,0,0
17/09/1989,ANT,Storm,11,50000
25/03/1939,NCL,Storm,3,0
26/02/1951,NCL,Storm,2,0
18/01/1959,NCL,Storm,1,700
02/02/1969,NCL,Storm,0,3000
07/03/1975,NCL,Storm,0,0
11/02/1981,NCL,Storm,1,0
23/12/1981,NCL,Storm,3,200
23/02/1999,NCL,Storm,0,0
17/06/1929,NZL,Earthquake,17,0
/02/1938,NZL,Flood,21,0
24/05/1968,NZL,Earthquake,3,2669
15/01/1976,NZL,Earthquake,0,0
19/01/1977,NZL,Flood,0,0
14/10/1978,NZL,Flood,0,0
06/08/1979,NZL,Landslide,0,2466
05/06/1980,NZL,Flood,0,0
10/07/1983,NZL,Flood,0,0
17/02/1985,NZL,Flood,4,0
13/03/1986,NZL,Flood,1,19800
25/01/1986,NZL,Flood,0,0
10/03/1987,NZL,Flood,0,0
07/03/1988,NZL,Storm,6,0
24/07/1988,NZL,Flood,0,0
01/01/1989,NZL,Flood,0,0
18/02/1991,NZL,Flood,0,0
22/07/1992,NZL,Storm,0,0
/08/1994,NZL,Drought,0,100000
24/09/1995,NZL,Volcanic activity,0,0
07/02/1997,NZL,Flood,0,0
20/07/1998,NZL,Flood,0,75000
20/08/2000,NZL,Flood,0,1000
/04/2001,NZL,Extreme temperature ,0,200000
03/10/2003,NZL,Storm,2,3000
18/07/2004,NZL,Flood,2,45000
21/05/2005,NZL,Flood,0,72000
31/03/2007,NZL,Storm,0,0
22/02/2011,NZL,Earthquake,181,15000000
06/12/2012,NZL,Storm,3,9100
11/09/2013,NZL,Storm,0,20000
21/05/2015,NZL,Flood,1,100000
24/03/2016,NZL,Flood,0,25000
04/02/1906,NIC,Earthquake,1000,0
/08/1951,NIC,Earthquake,500,0
04/01/1968,NIC,Earthquake,0,2000
03/02/1971,NIC,Volcanic activity,0,2000
23/12/1972,NIC,Earthquake,10000,845000
/12/1979,NIC,Flood,0,0
23/05/1982,NIC,Storm,71,356000
29/05/1990,NIC,Flood,4,0
12/03/1991,NIC,Wildfire,0,80000
01/09/1992,NIC,Earthquake,179,25000
/09/1994,NIC,Drought,0,16000
21/11/1995,NIC,Volcanic activity,0,722
21/11/1996,NIC,Storm,2,100
08/11/1998,NIC,Storm,3332,987700
/02/1999,NIC,Wildfire,0,0
20/11/1999,NIC,Volcanic activity,0,0
/06/2000,NIC,Flood,0,0
03/10/2000,NIC,Storm,1,1000
//2000,NIC,Drought,0,0
//2001,NIC,Drought,0,0
05/06/2002,NIC,Flood,0,50
28/06/2004,NIC,Landslide,29,0
13/10/2005,NIC,Storm,3,0
12/09/2007,NIC,Storm,188,0
29/05/2008,NIC,Storm,13,0
18/10/2008,NIC,Flood,4,0
31/07/2009,NIC,Flood,0,0
27/06/2010,NIC,Storm,5,0
16/09/2010,NIC,Flood,66,0
17/10/2011,NIC,Flood,17,0
25/07/2013,NIC,Flood,27,0
17/10/2014,NIC,Flood,0,0
29/09/2015,NIC,Flood,2,0
//1903,NER,Drought,0,0
//1914,NER,Drought,85000,0
//1967,NER,Drought,0,0
//1985,NER,Drought,0,0
//1988,NER,Drought,0,0
/07/1994,NER,Flood,60,0
/08/1998,NER,Flood,0,0
14/09/1999,NER,Flood,7,0
30/11/2001,NER,Flood,4,0
12/08/2002,NER,Storm,4,0
/07/2006,NER,Drought,0,0
10/10/2007,NER,Flood,7,0
03/09/2009,NER,Flood,3,0
23/07/2010,NER,Flood,2,0
08/09/2011,NER,Flood,7,0
//2012,NER,Drought,0,0
15/08/2013,NER,Flood,32,64724
03/10/2014,NER,Flood,36,2000
/03/2017,NER,Drought,0,0
07/09/2016,NER,Flood,11,0
//1985,NGA,Drought,0,71103
/08/1988,NGA,Flood,130,0
/01/1992,NGA,Extreme temperature ,18,0
03/08/1998,NGA,Flood,15,0
09/04/1999,NGA,Storm,100,0
08/11/1999,NGA,Flood,50,0
/06/2000,NGA,Flood,0,0
14/08/2000,NGA,Flood,4,0
/09/2000,NGA,Flood,0,0
23/09/2000,NGA,Flood,0,0
20/12/2000,NGA,Landslide,15,0
22/07/2001,NGA,Flood,0,0
/04/2002,NGA,Flood,0,0
28/10/2003,NGA,Flood,16,2570
25/06/2004,NGA,Flood,4,0
12/08/2004,NGA,Flood,65,0
06/02/2005,NGA,Flood,0,0
17/07/2006,NGA,Flood,0,0
01/10/2006,NGA,Flood,40,0
/10/2007,NGA,Flood,17,0
18/09/2009,NGA,Flood,0,0
30/09/2010,NGA,Flood,40,30000
22/06/2011,NGA,Flood,24,4500
08/09/2011,NGA,Flood,120,0
31/10/2012,NGA,Flood,363,500000
17/08/2013,NGA,Flood,19,0
24/09/2015,NGA,Flood,53,25000
20/09/2016,NGA,Flood,18,0
18/01/1960,NIU,Storm,0,41
04/02/1990,NIU,Storm,0,0
08/12/2002,MNP,Storm,0,0
27/06/2004,MNP,Storm,3,0
//1936,NOR,Landslide,73,0
27/02/1990,NOR,Storm,0,120000
03/01/1993,NOR,Storm,0,3000
11/10/2000,NOR,Flood,0,0
13/01/2005,NOR,Storm,0,130000
27/11/2011,NOR,Storm,4,0
12/06/1977,OMN,Storm,2,0
10/05/2002,OMN,Storm,7,50000
10/06/2007,OMN,Storm,76,3900000
03/11/2011,OMN,Storm,14,0
15/04/2016,OMN,Flood,2,0
/05/1977,OMN,Storm,105,0
08/05/1981,OMN,Storm,26,0
19/04/2003,OMN,Storm,30,1000
06/06/2010,OMN,Storm,16,1000000
19/01/2015,OMN,Storm,0,221000
01/09/1926,PAK,Storm,0,0
10/03/1939,PAK,Storm,0,0
27/11/1945,PAK,Earthquake,4000,0
/07/1953,PAK,Extreme temperature ,111,0
/09/1954,PAK,Flood,46,0
/08/1957,PAK,Flood,75,0
/07/1959,PAK,Flood,100,0
/10/1964,PAK,Flood,0,500
24/07/1967,PAK,Flood,32,2800
28/12/1974,PAK,Earthquake,4700,3255
02/08/1976,PAK,Flood,338,505000
/07/1978,PAK,Flood,393,0
//1979,PAK,Flood,13,0
//1980,PAK,Flood,75,0
12/12/1981,PAK,Earthquake,6,0
24/07/1981,PAK,Flood,82,0
11/03/1983,PAK,Landslide,95,0
18/04/1983,PAK,Landslide,0,0
/08/1984,PAK,Flood,39,0
29/07/1985,PAK,Earthquake,5,2000
16/10/1986,PAK,Earthquake,0,0
23/07/1988,PAK,Storm,36,0
04/08/1989,PAK,Flood,20,0
04/03/1990,PAK,Earthquake,11,1000
26/12/1990,PAK,Extreme temperature ,18,0
31/01/1991,PAK,Earthquake,300,10000
/02/1991,PAK,Flood,24,0
10/08/1992,PAK,Flood,112,230
01/04/1992,PAK,Landslide,55,0
14/03/1993,PAK,Landslide,36,0
07/07/1993,PAK,Flood,15,0
16/09/1994,PAK,Flood,316,92000
04/07/1994,PAK,Storm,26,0
29/07/1995,PAK,Flood,451,0
19/06/1996,PAK,Extreme temperature ,32,0
16/03/1996,PAK,Landslide,44,0
28/07/1997,PAK,Flood,31,0
21/10/1997,PAK,Storm,19,0
27/06/1997,PAK,Storm,22,0
13/03/1998,PAK,Landslide,13,0
20/02/1998,PAK,Earthquake,1,0
/04/1999,PAK,Extreme temperature ,11,0
15/07/1999,PAK,Flood,20,0
//2003,PAK,Drought,143,247000
/01/2001,PAK,Extreme temperature ,0,0
28/03/2001,PAK,Storm,4,0
25/07/2001,PAK,Flood,210,246000
03/03/2002,PAK,Earthquake,3,0
27/05/2002,PAK,Storm,14,0
28/08/2002,PAK,Flood,22,30
02/11/2002,PAK,Earthquake,17,0
/12/2002,PAK,Extreme temperature ,0,0
02/05/2003,PAK,Landslide,12,0
05/08/2003,PAK,Flood,230,0
09/09/2003,PAK,Flood,36,0
17/07/2004,PAK,Flood,5,0
/01/2005,PAK,Storm,58,0
08/03/2005,PAK,Flood,15,0
28/06/2005,PAK,Extreme temperature ,106,0
08/10/2005,PAK,Earthquake,73338,5200000
14/08/2005,PAK,Flood,42,0
04/07/2006,PAK,Landslide,29,0
22/08/2006,PAK,Flood,40,0
12/09/2006,PAK,Flood,0,0
/12/2006,PAK,Flood,20,0
05/01/2007,PAK,Landslide,20,0
02/04/2007,PAK,Landslide,43,0
06/07/2007,PAK,Storm,242,1620000
20/06/2007,PAK,Flood,22,0
13/08/2007,PAK,Flood,44,327118
26/05/2008,PAK,Flood,10,0
28/10/2008,PAK,Earthquake,166,10000
14/04/2009,PAK,Flood,14,0
17/08/2009,PAK,Flood,36,0
09/02/2010,PAK,Flood,22,0
07/06/2010,PAK,Storm,23,80000
23/07/2010,PAK,Flood,60,0
18/01/2011,PAK,Earthquake,2,0
07/04/2012,PAK,Landslide,135,0
29/10/2012,PAK,Flood,480,2500000
30/11/2012,PAK,Landslide,18,0
16/04/2013,PAK,Earthquake,41,0
24/09/2013,PAK,Earthquake,399,100000
24/08/2014,PAK,Storm,16,0
30/04/2014,PAK,Extreme temperature ,139,18000
28/04/2015,PAK,Flood,49,1000
24/06/2015,PAK,Extreme temperature ,1229,0
19/08/2015,PAK,Flood,238,0
13/10/2015,PAK,Mass movement (dry),13,0
25/12/2015,PAK,Earthquake,3,0
08/04/2016,PAK,Flood,92,0
06/07/2016,PAK,Flood,46,0
08/08/2016,PAK,Flood,32,0
29/03/2016,PAK,Flood,141,2000
02/12/2012,PLW,Storm,0,0
30/10/2008,PSE,Flood,0,0
02/03/2012,PSE,Flood,0,0
19/12/2013,PSE,Storm,1,0
22/02/2015,PSE,Storm,0,0
04/11/1966,PAN,Flood,20,1000
//1970,PAN,Flood,0,0
17/11/1973,PAN,Flood,7,0
//1983,PAN,Drought,0,0
/10/1986,PAN,Flood,2,350
22/04/1991,PAN,Earthquake,30,0
04/05/1991,PAN,Earthquake,0,0
20/10/1995,PAN,Flood,1,7000
10/10/1999,PAN,Flood,1,0
/09/2000,PAN,Flood,1,1300
11/05/2002,PAN,Flood,4,500
13/08/2003,PAN,Earthquake,0,0
/05/2003,PAN,Flood,0,0
23/10/2004,PAN,Flood,0,0
18/01/2005,PAN,Flood,3,7000
30/11/2006,PAN,Flood,11,0
26/10/2007,PAN,Flood,2,0
25/11/2008,PAN,Flood,12,10000
13/01/2010,PAN,Flood,0,0
08/11/2010,PAN,Flood,2,0
20/10/2011,PAN,Flood,0,0
25/11/2012,PAN,Flood,5,2000
/05/2013,PAN,Drought,0,200000
29/09/2015,PAN,Flood,0,0
22/11/2016,PAN,Storm,7,0
29/05/1937,PNG,Volcanic activity,506,0
/12/1957,PNG,Volcanic activity,0,0
31/10/1970,PNG,Earthquake,15,1750
/05/1972,PNG,Storm,0,0
//1981,PNG,Drought,0,0
15/10/1983,PNG,Volcanic activity,0,0
06/03/1983,PNG,Flood,45,0
24/06/1986,PNG,Earthquake,0,500
06/09/1988,PNG,Mass movement (dry),76,0
24/02/1991,PNG,Landslide,200,0
14/10/1992,PNG,Volcanic activity,0,0
12/06/1993,PNG,Flood,0,2500
19/09/1994,PNG,Volcanic activity,5,110000
24/12/1996,PNG,Landslide,38,0
11/03/1997,PNG,Storm,32,0
//1998,PNG,Drought,60,0
23/04/1999,PNG,Flood,2,43228
05/06/2001,PNG,Earthquake,0,0
02/04/2002,PNG,Landslide,36,0
08/09/2002,PNG,Earthquake,4,0
01/08/2003,PNG,Landslide,0,0
/11/2004,PNG,Volcanic activity,0,0
04/06/2005,PNG,Earthquake,1,0
18/04/2006,PNG,Landslide,14,0
18/04/2006,PNG,Flood,0,0
07/10/2006,PNG,Volcanic activity,0,0
16/11/2007,PNG,Storm,172,0
12/12/2008,PNG,Flood,0,0
26/05/2009,PNG,Landslide,19,0
24/01/2012,PNG,Landslide,60,0
/01/2013,PNG,Flood,0,0
09/08/2014,PNG,Volcanic activity,0,0
13/03/2015,PNG,Storm,0,0
/10/2015,PNG,Drought,24,60000
/06/1965,PRY,Flood,6,2000
/01/1971,PRY,Flood,0,50
/06/1982,PRY,Flood,0,0
//1983,PRY,Drought,0,0
14/03/1990,PRY,Flood,0,0
15/02/1995,PRY,Flood,0,0
05/09/1997,PRY,Storm,33,0
08/05/1998,PRY,Flood,55,5000
/07/2000,PRY,Extreme temperature ,8,0
31/07/2002,PRY,Storm,0,0
//2005,PRY,Drought,0,0
07/08/2008,PRY,Storm,0,0
08/09/2009,PRY,Storm,0,0
/11/2009,PRY,Drought,0,0
08/08/2011,PRY,Storm,0,0
19/09/2012,PRY,Storm,5,2000
18/07/2013,PRY,Flood,0,0
/08/2014,PRY,Drought,0,0
01/07/2014,PRY,Flood,0,0
05/08/2015,PRY,Flood,0,0
/08/2016,PRY,Drought,0,0
24/05/1940,PER,Earthquake,249,0
30/01/1943,PER,Earthquake,200,0
01/11/1947,PER,Earthquake,233,0
/10/1950,PER,Landslide,130,0
15/01/1958,PER,Earthquake,28,0
10/01/1962,PER,Mass movement (dry),2000,200000
/03/1962,PER,Landslide,41,0
17/10/1966,PER,Earthquake,120,15000
/01/1967,PER,Flood,25,15000
01/10/1969,PER,Earthquake,150,5000
/01/1970,PER,Flood,3,5200
09/12/1970,PER,Earthquake,29,2000
18/03/1971,PER,Landslide,600,0
25/04/1973,PER,Landslide,500,0
03/10/1974,PER,Earthquake,78,10000
06/04/1977,PER,Flood,17,0
16/02/1979,PER,Earthquake,13,0
09/11/1980,PER,Earthquake,7,0
31/12/1981,PER,Landslide,70,0
13/03/1981,PER,Flood,70,6000
28/03/1982,PER,Landslide,200,0
28/03/1982,PER,Earthquake,3,0
/01/1983,PER,Extreme temperature ,17,0
/03/1983,PER,Landslide,232,0
/03/1984,PER,Landslide,7,3000
21/08/1985,PER,Earthquake,0,0
07/04/1985,PER,Landslide,150,0
09/03/1986,PER,Landslide,40,0
11/01/1986,PER,Earthquake,1,0
09/01/1987,PER,Landslide,25,0
04/12/1987,PER,Landslide,70,0
03/02/1988,PER,Landslide,80,0
29/05/1990,PER,Earthquake,200,1000
30/12/1990,PER,Flood,20,0
23/02/1990,PER,Flood,21,0
//1990,PER,Drought,0,36000
24/07/1991,PER,Earthquake,11,0
02/04/1992,PER,Flood,0,0
12/03/1993,PER,Flood,80,0
25/02/1994,PER,Flood,52,50000
07/01/1995,PER,Landslide,20,0
12/11/1996,PER,Earthquake,14,0
07/09/1997,PER,Wildfire,0,0
14/01/1998,PER,Landslide,14,0
19/03/1999,PER,Flood,60,0
31/10/1999,PER,Earthquake,0,0
24/05/1999,PER,Flood,14,0
16/09/2000,PER,Landslide,11,0
26/04/2001,PER,Flood,9,0
28/10/2001,PER,Landslide,20,0
04/12/2001,PER,Earthquake,2,0
15/02/2002,PER,Flood,6,0
/07/2002,PER,Storm,59,0
//2002,PER,Drought,0,0
15/08/2003,PER,Extreme temperature ,339,0
10/04/2004,PER,Landslide,11,0
/07/2004,PER,Extreme temperature ,90,0
13/06/2005,PER,Earthquake,0,50
/03/2006,PER,Flood,0,0
/01/2006,PER,Drought,0,0
/07/2007,PER,Extreme temperature ,67,0
14/03/2008,PER,Flood,40,0
16/04/2009,PER,Landslide,20,0
/08/2009,PER,Extreme temperature ,274,0
/03/2010,PER,Flood,158,0
06/04/2010,PER,Landslide,68,0
/02/2011,PER,Flood,6,0
28/10/2011,PER,Earthquake,1,0
15/01/2011,PER,Storm,16,0
30/01/2012,PER,Earthquake,0,0
17/10/2012,PER,Landslide,22,0
20/02/2013,PER,Flood,67,0
12/09/2013,PER,Extreme temperature ,1,0
22/10/2013,PER,Flood,1,0
27/09/2014,PER,Earthquake,8,0
20/01/2014,PER,Flood,21,0
09/04/2015,PER,Flood,0,0
23/03/2015,PER,Flood,9,0
14/08/2016,PER,Earthquake,4,0
21/09/1905,PHL,Storm,240,0
/10/1912,PHL,Storm,0,10000
07/08/1931,PHL,Storm,0,0
15/10/1934,PHL,Storm,0,0
05/10/1936,PHL,Storm,517,0
04/12/1938,PHL,Storm,305,0
/11/1946,PHL,Storm,260,0
31/10/1949,PHL,Storm,1000,0
24/04/1951,PHL,Storm,156,0
04/12/1951,PHL,Volcanic activity,500,0
28/06/1952,PHL,Storm,19,0
02/07/1954,PHL,Earthquake,13,0
/01/1955,PHL,Storm,51,0
/07/1956,PHL,Storm,50,0
/07/1957,PHL,Storm,89,0
22/04/1960,PHL,Storm,56,2000
24/05/1960,PHL,Storm,234,0
03/10/1960,PHL,Storm,150,0
/01/1960,PHL,Landslide,40,0
/07/1962,PHL,Storm,41,0
10/08/1963,PHL,Storm,1,0
19/11/1964,PHL,Storm,580,35000
28/09/1965,PHL,Volcanic activity,355,10000
03/11/1967,PHL,Storm,107,26500
16/01/1968,PHL,Flood,29,0
02/08/1968,PHL,Earthquake,271,5000
22/11/1968,PHL,Storm,50,9600
05/10/1969,PHL,Volcanic activity,0,0
31/08/1970,PHL,Storm,137,2353
19/11/1970,PHL,Storm,786,97656
08/09/1970,PHL,Storm,0,598
16/09/1970,PHL,Storm,631,47397
22/04/1971,PHL,Storm,95,700
02/10/1971,PHL,Storm,37,0
06/01/1972,PHL,Storm,204,23000
/07/1972,PHL,Flood,653,220000
17/03/1973,PHL,Earthquake,14,450
14/10/1973,PHL,Storm,50,5000
07/09/1973,PHL,Flood,3,493
17/07/1974,PHL,Storm,21,2000
10/10/1974,PHL,Storm,26,9200
25/10/1974,PHL,Storm,23,21000
23/11/1974,PHL,Storm,11,7300
22/01/1975,PHL,Storm,39,2161
17/05/1976,PHL,Storm,274,85000
03/09/1976,PHL,Volcanic activity,0,679
02/12/1976,PHL,Storm,110,9326
30/11/1976,PHL,Flood,10,1553
18/07/1977,PHL,Storm,0,0
/08/1977,PHL,Flood,0,0
14/11/1977,PHL,Storm,40,3600
17/08/1977,PHL,Storm,0,25
22/04/1978,PHL,Storm,0,0
/08/1978,PHL,Volcanic activity,0,0
09/10/1978,PHL,Storm,59,0
18/04/1978,PHL,Storm,66,33254
20/08/1978,PHL,Storm,47,11809
07/10/1978,PHL,Storm,24,11893
02/02/1978,PHL,Flood,0,0
//1978,PHL,Drought,0,0
12/08/1979,PHL,Storm,6,0
16/09/1979,PHL,Storm,8,9733
16/07/1979,PHL,Flood,0,6983
21/07/1980,PHL,Storm,31,15400
06/11/1980,PHL,Storm,101,102300
07/05/1980,PHL,Storm,0,289
11/11/1980,PHL,Mass movement (dry),50,0
/01/1981,PHL,Flood,228,27000
04/07/1981,PHL,Storm,0,0
07/11/1981,PHL,Flood,0,0
25/12/1981,PHL,Storm,250,26000
16/08/1981,PHL,Storm,5,12908
09/10/1981,PHL,Flood,125,0
/02/1982,PHL,Flood,13,0
23/03/1982,PHL,Storm,151,69000
05/09/1982,PHL,Storm,65,0
18/03/1982,PHL,Storm,25,2400
20/08/1982,PHL,Storm,29,4200
22/01/1982,PHL,Flood,18,0
23/06/1982,PHL,Flood,0,60
14/07/1983,PHL,Storm,115,1640
03/09/1983,PHL,Storm,3,430
16/09/1983,PHL,Storm,2,0
//1983,PHL,Drought,0,0
10/09/1984,PHL,Volcanic activity,0,0
01/09/1984,PHL,Storm,1399,216700
/10/1985,PHL,Flood,25,0
21/10/1985,PHL,Mass movement (dry),300,0
20/06/1985,PHL,Storm,100,20000
26/01/1985,PHL,Flood,54,0
02/09/1986,PHL,Storm,23,13150
10/10/1986,PHL,Storm,4,1400
20/12/1986,PHL,Storm,16,4000
08/08/1987,PHL,Storm,85,98600
23/11/1987,PHL,Storm,882,56000
14/12/1987,PHL,Storm,22,8500
30/05/1988,PHL,Storm,36,1000
21/10/1988,PHL,Storm,0,0
05/11/1988,PHL,Storm,289,149060
04/04/1988,PHL,Landslide,24,0
09/02/1989,PHL,Flood,44,6000
09/10/1989,PHL,Storm,58,59200
02/10/1989,PHL,Storm,147,8000
22/11/1989,PHL,Storm,11,325
15/05/1989,PHL,Storm,13,2860
/08/1989,PHL,Flood,0,0
08/02/1990,PHL,Earthquake,1,900
19/06/1990,PHL,Flood,98,43
16/07/1990,PHL,Earthquake,2412,369600
28/08/1990,PHL,Storm,85,0
01/09/1990,PHL,Flood,28,0
08/09/1990,PHL,Storm,0,0
05/04/1991,PHL,Volcanic activity,0,0
