Year,iso,type,death,dollars
/01/1988,CRI,Flood,7,9000
22/12/1990,CRI,Earthquake,1,19500
22/04/1991,CRI,Earthquake,47,100000
08/08/1991,CRI,Volcanic activity,0,0
04/05/1991,CRI,Earthquake,0,0
23/11/1993,CRI,Flood,9,0
04/11/1994,CRI,Flood,2,3000
09/11/1995,CRI,Storm,0,6300
29/07/1996,CRI,Storm,51,200000
05/05/1998,CRI,Volcanic activity,0,0
//1998,CRI,Drought,0,23000
27/06/2000,CRI,Landslide,7,0
11/05/2002,CRI,Flood,0,1000
25/12/2003,CRI,Earthquake,2,0
11/05/2004,CRI,Flood,2,0
20/11/2004,CRI,Earthquake,8,0
27/09/2005,CRI,Flood,1,0
26/09/2007,CRI,Flood,0,0
28/05/2008,CRI,Storm,4,0
18/10/2008,CRI,Flood,6,0
08/01/2009,CRI,Earthquake,31,200000
05/11/2010,CRI,Flood,24,0
29/07/2012,CRI,Flood,6,0
/08/2015,CRI,Drought,0,0
09/07/2015,CRI,Flood,0,0
//1983,CIV,Drought,0,0
/06/1996,CIV,Flood,28,0
03/07/2008,CIV,Flood,6,0
27/06/2010,CIV,Flood,8,0
11/07/2014,CIV,Flood,23,0
21/06/2015,CIV,Flood,16,0
05/09/1996,HRV,Earthquake,0,0
/06/2000,HRV,Extreme temperature ,40,240000
30/12/2000,HRV,Flood,0,0
23/07/2003,HRV,Wildfire,0,20000
21/05/2003,HRV,Drought,0,330000
30/12/2005,HRV,Extreme temperature ,5,0
11/05/2006,HRV,Flood,0,0
30/08/2007,HRV,Wildfire,12,0
03/12/2010,HRV,Flood,0,0
/02/2012,HRV,Extreme temperature ,3,0
06/11/2012,HRV,Flood,0,0
15/09/2014,HRV,Flood,0,0
20/10/1926,CUB,Storm,600,0
28/09/1935,CUB,Storm,35,0
21/09/1948,CUB,Storm,3,12000
04/10/1963,CUB,Storm,1750,500000
30/09/1966,CUB,Storm,5,18000
03/08/1970,CUB,Storm,20,0
/06/1977,CUB,Flood,7,0
04/08/1980,CUB,Storm,3,0
03/06/1982,CUB,Storm,24,85000
18/11/1985,CUB,Storm,4,0
/06/1986,CUB,Flood,0,0
/08/1987,CUB,Wildfire,0,0
/06/1988,CUB,Storm,0,0
28/05/1990,CUB,Flood,0,0
10/02/1992,CUB,Flood,0,2590
13/03/1993,CUB,Storm,5,1000000
28/11/1993,CUB,Flood,34,140000
18/05/1994,CUB,Flood,12,0
03/06/1995,CUB,Storm,2,0
05/10/1995,CUB,Storm,0,2000
18/10/1996,CUB,Storm,0,13000
08/06/1997,CUB,Flood,0,0
//1998,CUB,Drought,0,180000
14/10/1999,CUB,Storm,4,0
//2001,CUB,Drought,0,0
22/06/2002,CUB,Flood,0,0
01/10/2002,CUB,Storm,3,23000
14/08/2004,CUB,Storm,4,1000000
//2004,CUB,Drought,0,3139
24/10/2005,CUB,Storm,4,700000
08/06/2006,CUB,Flood,2,0
17/10/2007,CUB,Flood,0,0
20/08/2008,CUB,Storm,0,0
09/09/2008,CUB,Storm,7,1500000
20/11/2008,CUB,Flood,0,0
25/08/2012,CUB,Storm,1,0
08/12/2013,CUB,Flood,2,0
/06/2015,CUB,Drought,0,0
07/10/2016,CUB,Storm,0,2600000
20/10/1926,CUB,Storm,600,0
28/09/1935,CUB,Storm,35,0
21/09/1948,CUB,Storm,3,12000
04/10/1963,CUB,Storm,1750,500000
30/09/1966,CUB,Storm,5,18000
03/08/1970,CUB,Storm,20,0
/06/1977,CUB,Flood,7,0
04/08/1980,CUB,Storm,3,0
03/06/1982,CUB,Storm,24,85000
18/11/1985,CUB,Storm,4,0
/06/1986,CUB,Flood,0,0
/08/1987,CUB,Wildfire,0,0
/06/1988,CUB,Storm,0,0
28/05/1990,CUB,Flood,0,0
10/02/1992,CUB,Flood,0,2590
13/03/1993,CUB,Storm,5,1000000
28/11/1993,CUB,Flood,34,140000
18/05/1994,CUB,Flood,12,0
03/06/1995,CUB,Storm,2,0
05/10/1995,CUB,Storm,0,2000
18/10/1996,CUB,Storm,0,13000
08/06/1997,CUB,Flood,0,0
//1998,CUB,Drought,0,180000
14/10/1999,CUB,Storm,4,0
//2001,CUB,Drought,0,0
22/06/2002,CUB,Flood,0,0
01/10/2002,CUB,Storm,3,23000
14/08/2004,CUB,Storm,4,1000000
//2004,CUB,Drought,0,3139
24/10/2005,CUB,Storm,4,700000
08/06/2006,CUB,Flood,2,0
17/10/2007,CUB,Flood,0,0
20/08/2008,CUB,Storm,0,0
09/09/2008,CUB,Storm,7,1500000
20/11/2008,CUB,Flood,0,0
25/08/2012,CUB,Storm,1,0
08/12/2013,CUB,Flood,2,0
/06/2015,CUB,Drought,0,0
10/09/1953,CYP,Earthquake,40,0
23/04/1983,CYP,Storm,0,0
23/02/1995,CYP,Earthquake,2,4340
13/06/2000,CYP,Wildfire,0,0
//2000,CYP,Drought,0,0
25/01/2004,CYP,Storm,0,0
14/05/1996,CZE,Flood,1,36000
27/07/1998,CZE,Flood,6,52000
/01/2002,CZE,Storm,0,0
28/10/2002,CZE,Storm,2,20000
/02/2005,CZE,Storm,0,0
/01/2006,CZE,Extreme temperature ,15,0
30/06/2006,CZE,Flood,0,0
02/03/2008,CZE,Storm,2,50000
24/07/2009,CZE,Storm,2,0
01/06/2010,CZE,Flood,3,0
/12/2010,CZE,Extreme temperature ,12,0
07/12/2012,CZE,Extreme temperature ,7,0
21/01/1974,CSK,Landslide,14,0
10/11/1981,CSK,Extreme temperature ,0,0
22/11/1984,CSK,Storm,0,0
14/02/1985,CSK,Landslide,10,0
08/07/1987,CSK,Storm,0,15000
24/12/1980,DNK,Storm,0,0
18/01/1983,DNK,Storm,2,0
26/01/1990,DNK,Storm,0,120000
01/03/1990,DNK,Storm,1,10000
05/12/1999,DNK,Storm,7,2604939
09/01/2005,DNK,Storm,4,1300000
28/12/2010,DNK,Storm,0,0
07/12/2013,DNK,Storm,1,0
/02/1978,DJI,Flood,0,0
18/03/1981,DJI,Flood,25,0
//1988,DJI,Drought,0,0
26/01/1993,DJI,Flood,0,0
/07/1995,DJI,Storm,0,0
//2001,DJI,Drought,0,0
/04/2006,DJI,Drought,0,0
//2009,DJI,Drought,0,0
03/09/1930,DMA,Storm,2000,0
20/08/1970,DMA,Storm,0,0
04/08/1980,DMA,Storm,0,0
17/09/1989,DMA,Storm,0,20000
07/09/1995,DMA,Storm,2,20000
21/11/2004,DMA,Earthquake,0,0
29/09/2011,DMA,Storm,0,0
03/09/1930,DOM,Storm,2000,40000
02/10/1963,DOM,Storm,400,60000
19/04/1965,DOM,Wildfire,0,1000
//1968,DOM,Drought,0,5000
/08/1979,DOM,Storm,1400,150000
/05/1981,DOM,Flood,20,0
14/09/1985,DOM,Flood,12,0
22/09/1987,DOM,Storm,3,23700
17/09/1989,DOM,Storm,0,0
21/05/1993,DOM,Flood,12,0
17/08/1995,DOM,Storm,9,0
16/09/1996,DOM,Storm,24,0
30/09/1998,DOM,Storm,347,1981500
07/06/2002,DOM,Flood,3,500
22/09/2003,DOM,Earthquake,3,0
06/12/2003,DOM,Storm,8,0
02/09/2004,DOM,Storm,0,0
17/09/2004,DOM,Storm,11,296000
24/10/2005,DOM,Storm,9,0
30/03/2007,DOM,Flood,3,0
24/08/2007,DOM,Storm,1,40000
17/12/2007,DOM,Storm,33,45000
26/08/2008,DOM,Storm,8,0
16/01/2009,DOM,Flood,2,44000
15/02/2010,DOM,Flood,1,0
29/10/2010,DOM,Storm,0,0
04/08/2011,DOM,Storm,3,0
25/04/2012,DOM,Flood,0,0
25/08/2012,DOM,Storm,5,0
25/12/2013,DOM,Flood,0,102
24/02/2015,DOM,Flood,2,0
29/09/2015,DOM,Flood,0,0
04/10/2016,DOM,Storm,0,0
04/05/1904,ECU,Earthquake,0,0
03/03/1924,ECU,Earthquake,40,0
14/05/1942,ECU,Earthquake,200,0
/04/1950,ECU,Flood,50,0
//1964,ECU,Drought,0,0
15/05/1966,ECU,Landslide,50,0
08/04/1970,ECU,Flood,20,500
09/12/1970,ECU,Earthquake,29,4000
/07/1971,ECU,Flood,0,50
/04/1973,ECU,Landslide,25,0
/12/1975,ECU,Volcanic activity,0,0
09/04/1976,ECU,Earthquake,10,4000
/12/1976,ECU,Volcanic activity,1,0
/07/1983,ECU,Flood,307,232100
04/08/1983,ECU,Flood,0,0
05/03/1987,ECU,Earthquake,5000,1500000
22/09/1987,ECU,Earthquake,2,0
/06/1989,ECU,Flood,35,15000
08/05/1992,ECU,Flood,22,20000
03/04/1993,ECU,Landslide,200,500000
11/04/1994,ECU,Wildfire,0,0
02/10/1995,ECU,Earthquake,2,0
19/03/1997,ECU,Flood,27,0
//1997,ECU,Drought,0,0
/09/1999,ECU,Volcanic activity,0,0
22/05/2000,ECU,Flood,34,0
10/03/2001,ECU,Flood,11,0
14/08/2001,ECU,Volcanic activity,0,10975
19/03/2002,ECU,Flood,0,3000
04/11/2002,ECU,Volcanic activity,0,0
05/07/2003,ECU,Volcanic activity,0,0
06/05/2006,ECU,Flood,16,2800
17/08/2006,ECU,Volcanic activity,5,150000
02/03/2009,ECU,Flood,3,0
/02/2010,ECU,Flood,12,0
28/05/2010,ECU,Volcanic activity,0,0
/07/2011,ECU,Landslide,7,0
25/09/2012,ECU,Wildfire,5,0
23/04/2013,ECU,Landslide,14,0
/06/2013,ECU,Drought,0,0
23/03/2015,ECU,Flood,12,0
/03/2016,ECU,Volcanic activity,0,0
26/01/2016,ECU,Flood,0,0
18/05/2016,ECU,Earthquake,1,0
/03/1954,EGY,Flood,0,0
20/02/1975,EGY,Flood,15,0
/10/1979,EGY,Flood,50,14000
23/03/1991,EGY,Flood,1,0
14/12/1993,EGY,Mass movement (dry),34,0
22/11/1995,EGY,Earthquake,10,0
12/06/1995,EGY,Extreme temperature ,32,0
18/11/1996,EGY,Flood,12,0
02/05/1997,EGY,Storm,18,1000
11/03/2002,EGY,Flood,4,0
20/12/2002,EGY,Flood,14,0
06/09/2008,EGY,Mass movement (dry),98,0
12/12/2010,EGY,Storm,31,0
09/08/2015,EGY,Extreme temperature ,110,0
04/11/2015,EGY,Storm,25,0
29/10/2016,EGY,Storm,26,25000
26/06/1926,EGY,Earthquake,12,0
12/09/1955,EGY,Earthquake,20,0
06/05/1979,EGY,Storm,3,0
17/10/1987,EGY,Storm,30,0
12/10/1992,EGY,Earthquake,552,1200000
08/11/1994,EGY,Flood,600,140000
20/03/1995,EGY,Flood,7,0
07/07/1996,EGY,Extreme temperature ,22,0
20/10/1997,EGY,Flood,4,1000
/01/2000,EGY,Extreme temperature ,3,0
24/08/2002,EGY,Earthquake,0,0
26/01/2004,EGY,Storm,13,0
19/01/2010,EGY,Flood,12,0
30/12/2010,EGY,Flood,15,0
25/10/2015,EGY,Storm,6,100000
29/10/2016,EGY,Storm,26,25000
19/06/1906,SLV,Earthquake,0,0
06/05/1951,SLV,Earthquake,1000,23000
04/09/1969,SLV,Storm,2,1600
17/09/1982,SLV,Flood,500,280000
10/10/1986,SLV,Earthquake,1100,1500000
24/08/1988,SLV,Flood,33,0
29/09/1992,SLV,Flood,2,0
/09/1994,SLV,Drought,0,1000
26/07/1996,SLV,Storm,12,10
01/11/1998,SLV,Storm,475,388100
13/09/1999,SLV,Flood,7,1500
01/10/2000,SLV,Storm,1,0
13/02/2001,SLV,Earthquake,315,348500
//2001,SLV,Drought,0,22400
21/09/2002,SLV,Storm,0,0
27/06/2005,SLV,Flood,33,0
01/10/2005,SLV,Volcanic activity,2,0
19/05/2005,SLV,Storm,0,0
/11/2006,SLV,Extreme temperature ,1,0
26/10/2007,SLV,Flood,2,0
16/10/2008,SLV,Flood,0,0
//2009,SLV,Drought,0,27000
27/06/2010,SLV,Storm,6,0
17/10/2011,SLV,Flood,35,1000000
/12/2016,SLV,Drought,0,100000
29/09/2015,SLV,Flood,1,0
//1993,ERI,Drought,0,0
21/08/2003,ERI,Flood,0,0
/10/2008,ERI,Drought,0,0
/01/2006,EST,Extreme temperature ,3,0
25/08/1906,ETH,Earthquake,0,6750
21/08/1914,ETH,Earthquake,0,0
13/02/1927,ETH,Earthquake,0,0
//1965,ETH,Drought,2000,0
29/03/1969,ETH,Earthquake,24,320
//1978,ETH,Drought,100000,76000
/01/1977,ETH,Volcanic activity,64,0
/08/1978,ETH,Flood,9,0
//1984,ETH,Drought,300000,0
/05/1985,ETH,Flood,0,0
/08/1988,ETH,Flood,0,0
//1994,ETH,Drought,0,0
03/04/1991,ETH,Mass movement (dry),13,0
/08/1993,ETH,Flood,2,0
/12/1994,ETH,Landslide,22,0
08/06/1996,ETH,Flood,40,0
26/11/1997,ETH,Flood,297,0
//1997,ETH,Drought,0,0
09/09/1999,ETH,Flood,0,2700
20/09/1999,ETH,Flood,13,0
02/11/1999,ETH,Flood,34,0
/12/2000,ETH,Drought,0,0
29/06/2000,ETH,Flood,60,0
04/07/2000,ETH,Landslide,4,0
/07/2001,ETH,Flood,0,0
21/04/2002,ETH,Flood,22,0
//2004,ETH,Drought,0,0
22/05/2005,ETH,Flood,42,1200
01/09/2005,ETH,Flood,13,0
//2006,ETH,Drought,0,0
08/08/2006,ETH,Flood,498,3200
11/09/2006,ETH,Flood,364,0
23/08/2006,ETH,Flood,2,0
11/07/2007,ETH,Flood,0,0
12/08/2007,ETH,Volcanic activity,5,0
28/08/2008,ETH,Flood,5,0
/10/2009,ETH,Drought,0,0
11/03/2010,ETH,Flood,0,0
/01/2012,ETH,Drought,0,0
//2012,ETH,Drought,0,0
/11/2015,ETH,Flood,0,0
07/04/2016,ETH,Flood,28,0
16/02/1931,FJI,Storm,200,0
28/01/1952,FJI,Storm,23,2000
22/03/1964,FJI,Flood,1,1100
24/10/1972,FJI,Storm,3,22500
09/12/1973,FJI,Storm,59,0
04/02/1978,FJI,Storm,0,0
24/03/1980,FJI,Storm,18,2256
01/03/1983,FJI,Storm,9,50000
//1983,FJI,Drought,0,30000
05/03/1985,FJI,Storm,3,0
12/04/1986,FJI,Flood,19,15400
/01/1987,FJI,Storm,1,25000
28/11/1990,FJI,Storm,0,10000
23/06/1990,FJI,Earthquake,0,0
02/01/1993,FJI,Storm,21,100000
//1998,FJI,Drought,0,0
06/12/2000,FJI,Flood,4,0
14/01/2003,FJI,Storm,17,30000
05/06/2004,FJI,Flood,0,0
09/02/2006,FJI,Flood,4,500
20/02/2007,FJI,Flood,1,30000
12/03/2007,FJI,Flood,5,7000
29/01/2008,FJI,Storm,7,30000
15/12/2009,FJI,Storm,2,13300
06/02/2012,FJI,Flood,10,17000
18/12/2012,FJI,Storm,2,8400
21/02/2016,FJI,Storm,45,600000
26/01/1990,FIN,Storm,0,5000
31/05/2005,FIN,Flood,0,0
24/11/1926,FRA,Landslide,28,0
08/05/1932,FRA,Landslide,30,0
04/10/1958,FRA,Flood,35,0
25/06/1967,FRA,Storm,5,20000
10/02/1970,FRA,Landslide,42,0
/01/1976,FRA,Storm,0,0
/01/1978,FRA,Flood,3,0
21/09/1980,FRA,Flood,6,0
09/11/1982,FRA,Storm,12,350000
24/08/1982,FRA,Wildfire,2,0
15/01/1982,FRA,Storm,0,0
/08/1983,FRA,Flood,0,5500
/02/1983,FRA,Storm,0,0
/05/1983,FRA,Flood,18,604000
28/05/1983,FRA,Flood,0,0
11/07/1984,FRA,Storm,4,0
12/07/1984,FRA,Wildfire,0,0
21/11/1984,FRA,Storm,0,0
/08/1985,FRA,Storm,0,0
24/07/1986,FRA,Wildfire,5,0
14/07/1987,FRA,Flood,23,0
26/02/1989,FRA,Storm,9,0
17/02/1990,FRA,Landslide,14,0
09/12/1990,FRA,Storm,0,0
04/02/1990,FRA,Storm,23,900000
12/02/1990,FRA,Storm,0,60000
27/02/1990,FRA,Storm,10,200000
/02/1991,FRA,Extreme temperature ,20,0
//1991,FRA,Drought,0,0
22/09/1992,FRA,Storm,47,400000
06/07/1993,FRA,Storm,2,50000
31/12/1993,FRA,Flood,4,600000
27/06/1994,FRA,Flood,0,0
02/02/1995,FRA,Storm,16,700000
30/01/1996,FRA,Flood,4,6000
04/01/1997,FRA,Extreme temperature ,23,0
//1997,FRA,Drought,0,10000
06/01/1998,FRA,Storm,6,150000
09/02/1999,FRA,Landslide,11,10790
15/11/1999,FRA,Flood,36,500000
28/12/1999,FRA,Storm,8,4000000
/02/1999,FRA,Flood,0,0
/05/2000,FRA,Flood,2,0
10/07/2000,FRA,Flood,1,0
13/12/2000,FRA,Flood,0,0
07/01/2001,FRA,Flood,0,0
02/05/2001,FRA,Flood,0,0
06/07/2001,FRA,Storm,12,0
08/07/2001,FRA,Flood,0,0
25/08/2002,FRA,Flood,0,0
27/10/2002,FRA,Storm,4,1000
08/01/2003,FRA,Flood,1,0
30/07/2003,FRA,Wildfire,5,0
15/07/2003,FRA,Storm,5,0
18/08/2004,FRA,Storm,11,0
09/09/2005,FRA,Flood,1,0
27/11/2005,FRA,Extreme temperature ,6,0
/03/2006,FRA,Storm,4,0
24/10/2006,FRA,Storm,1,0
26/01/2007,FRA,Storm,1,0
10/03/2008,FRA,Storm,2,0
04/08/2008,FRA,Storm,3,80000
26/01/2009,FRA,Storm,11,3200000
/07/2009,FRA,Wildfire,0,0
02/03/2010,FRA,Storm,53,4230000
01/12/2010,FRA,Extreme temperature ,3,0
06/11/2011,FRA,Flood,6,0
/02/2012,FRA,Extreme temperature ,12,0
28/10/2013,FRA,Storm,1,0
07/01/2014,FRA,Storm,2,0
14/02/2014,FRA,Storm,0,0
18/09/2014,FRA,Storm,6,182000
05/12/2014,FRA,Flood,5,303000
16/09/2015,FRA,Storm,3,0
05/06/2016,FRA,Flood,5,2400000
19/04/2000,GUF,Landslide,10,0
/02/1983,PYF,Storm,6,16000
17/04/1987,PYF,Landslide,10,0
22/12/1998,PYF,Landslide,0,0
04/02/2010,PYF,Storm,1,11000
19/01/1958,PYF,Storm,0,0
14/04/1983,PYF,Storm,1,21000
25/04/1998,PYF,Landslide,13,0
04/02/2010,PYF,Storm,1,11000
06/04/2009,GAB,Storm,0,0
/01/2011,GAB,Storm,0,0
//1914,GMB,Drought,0,0
//1968,GMB,Drought,0,500
/03/1973,GMB,Wildfire,0,0
//1985,GMB,Drought,0,0
/06/1999,GMB,Flood,53,0
//2002,GMB,Drought,0,0
24/05/2004,GMB,Storm,2,0
02/06/2008,GMB,Storm,0,0
02/07/2009,GMB,Storm,0,0
/08/2010,GMB,Flood,8,0
//2012,GMB,Drought,0,0
/12/2015,GMB,Drought,0,0
24/10/1992,GEO,Earthquake,1,0
23/05/1997,GEO,Flood,0,0
06/01/1997,GEO,Flood,3,19500
/02/2001,GEO,Storm,0,0
09/03/2004,GEO,Flood,0,0
28/04/2005,GEO,Flood,0,0
07/09/2009,GEO,Earthquake,0,0
16/05/2012,GEO,Flood,5,3000
29/07/2013,GEO,Flood,0,0
24/03/2013,GEO,Storm,0,0
15/06/2015,GEO,Flood,40,23000
04/02/1990,DEU,Storm,7,600000
15/02/1990,DEU,Storm,10,180000
01/03/1990,DEU,Storm,24,1200000
13/04/1992,DEU,Earthquake,1,50000
06/07/1993,DEU,Storm,0,30000
31/12/1993,DEU,Flood,5,600000
12/01/1994,DEU,Flood,0,200000
05/07/1994,DEU,Storm,5,645200
21/07/1995,DEU,Storm,0,209600
04/01/1997,DEU,Extreme temperature ,30,0
02/11/1998,DEU,Storm,3,150000
30/06/1999,DEU,Flood,7,430000
05/12/1999,DEU,Storm,3,150000
29/01/2002,DEU,Storm,4,150000
20/08/2002,DEU,Flood,27,11600000
02/01/2003,DEU,Storm,5,300000
08/06/2003,DEU,Storm,10,0
13/01/2004,DEU,Storm,2,130000
13/07/2005,DEU,Flood,0,0
27/11/2005,DEU,Extreme temperature ,1,300000
/03/2006,DEU,Storm,10,0
29/06/2006,DEU,Storm,1,0
23/07/2006,DEU,Extreme temperature ,2,0
25/01/2007,DEU,Storm,7,0
02/03/2008,DEU,Storm,5,1200000
02/06/2008,DEU,Storm,3,1500000
24/07/2009,DEU,Storm,1,50000
28/02/2010,DEU,Storm,4,1000000
01/12/2010,DEU,Extreme temperature ,1,0
11/01/2011,DEU,Flood,4,0
31/12/2012,DEU,Extreme temperature ,2,0
28/10/2013,DEU,Storm,7,0
28/07/2013,DEU,Storm,0,4800000
29/07/2014,DEU,Storm,2,400000
/01/1984,DDR,Storm,0,0
/08/1985,DDR,Storm,0,0
/12/1925,DFR,Flood,0,19000
/07/1929,DFR,Storm,0,55000
/02/1962,DFR,Storm,347,600000
12/11/1972,DFR,Storm,54,420000
02/01/1976,DFR,Storm,82,1300000
03/09/1978,DFR,Earthquake,0,150000
31/05/1983,DFR,Flood,0,0
12/07/1984,DFR,Storm,3,950000
/08/1985,DFR,Storm,0,0
05/08/1991,DFR,Flood,5,56000
/07/1968,GHA,Flood,0,74700
//1977,GHA,Drought,0,0
25/02/1985,GHA,Wildfire,4,0
16/07/1991,GHA,Flood,5,0
/09/1999,GHA,Flood,52,21000
08/04/2002,GHA,Flood,0,0
10/10/2007,GHA,Flood,56,0
08/07/2009,GHA,Flood,16,0
05/07/2010,GHA,Flood,45,0
29/07/2011,GHA,Flood,6,0
30/04/2013,GHA,Flood,5,0
14/06/2016,GHA,Flood,10,0
13/06/1930,GRC,Storm,22,0
30/04/1954,GRC,Earthquake,31,0
/11/1961,GRC,Storm,43,0
05/02/1966,GRC,Earthquake,1,4000
/05/1967,GRC,Earthquake,9,5000
30/11/1977,GRC,Flood,27,28000
20/11/1979,GRC,Flood,15,0
24/02/1981,GRC,Earthquake,22,900000
23/03/1983,GRC,Earthquake,0,0
22/07/1984,GRC,Wildfire,0,0
16/07/1985,GRC,Wildfire,3,0
31/08/1985,GRC,Earthquake,0,0
09/08/1987,GRC,Wildfire,0,0
31/07/1987,GRC,Extreme temperature ,1000,0
16/10/1988,GRC,Earthquake,0,0
16/06/1990,GRC,Earthquake,0,0
/03/1990,GRC,Drought,0,1000000
27/03/1993,GRC,Earthquake,1,0
27/10/1994,GRC,Flood,14,437700
22/07/1995,GRC,Wildfire,0,0
06/08/1996,GRC,Earthquake,0,0
03/02/1998,GRC,Flood,3,0
07/09/1999,GRC,Earthquake,143,4200000
/07/2000,GRC,Extreme temperature ,27,3000
24/08/2000,GRC,Wildfire,7,0
19/11/2000,GRC,Flood,1,0
29/11/2001,GRC,Flood,0,0
04/01/2002,GRC,Storm,2,0
02/12/2002,GRC,Earthquake,0,0
13/12/2002,GRC,Flood,0,0
25/01/2003,GRC,Flood,0,0
19/02/2003,GRC,Flood,0,0
25/01/2004,GRC,Storm,0,0
12/10/2006,GRC,Flood,1,5659
22/10/2006,GRC,Flood,0,0
30/07/2007,GRC,Wildfire,3,0
02/12/2007,GRC,Flood,2,0
/07/2009,GRC,Wildfire,0,0
05/12/2010,GRC,Flood,1,0
06/02/2012,GRC,Flood,1,0
24/05/2014,GRC,Earthquake,3,450000
01/02/2015,GRC,Flood,0,0
08/09/2016,GRC,Flood,4,56000
/11/1975,GRD,Flood,0,4700
26/07/1990,GRD,Storm,0,0
08/09/2004,GRD,Storm,39,889000
15/09/1928,GLP,Storm,2000,0
22/08/1964,GLP,Storm,14,0
20/08/1970,GLP,Storm,0,0
/08/1979,GLP,Storm,0,100000
17/09/1989,GLP,Storm,5,50000
07/09/1995,GLP,Storm,0,50000
18/11/1999,GLP,Storm,4,0
29/08/2007,GLP,Storm,0,300000
15/09/1928,GLP,Storm,2000,0
22/08/1964,GLP,Storm,14,0
20/08/1970,GLP,Storm,0,0
/08/1979,GLP,Storm,0,100000
17/09/1989,GLP,Storm,5,50000
07/09/1995,GLP,Storm,0,50000
18/11/1999,GLP,Storm,4,0
29/08/2007,GLP,Storm,0,300000
/05/1976,GUM,Storm,9,120000
28/08/1992,GUM,Storm,1,300000
17/12/1997,GUM,Storm,0,200000
08/12/2002,GUM,Storm,1,70000
01/09/2004,GUM,Storm,0,1000
24/10/1902,GTM,Volcanic activity,6000,0
29/12/1917,GTM,Earthquake,2650,0
/10/1949,GTM,Flood,40000,15000
/06/1973,GTM,Flood,5,2500
09/10/1979,GTM,Earthquake,0,0
//1982,GTM,Earthquake,20,5000
06/07/1984,GTM,Volcanic activity,0,0
03/02/1986,GTM,Earthquake,0,0
/05/1987,GTM,Wildfire,0,0
//1988,GTM,Drought,0,0
08/09/1988,GTM,Flood,0,0
//1989,GTM,Flood,10,0
18/09/1991,GTM,Earthquake,14,0
27/09/1994,GTM,Flood,10,0
09/08/1995,GTM,Flood,31,0
11/11/1996,GTM,Volcanic activity,0,0
26/08/1998,GTM,Landslide,51,0
01/09/1999,GTM,Flood,12,1000
16/01/2000,GTM,Volcanic activity,0,0
17/09/2000,GTM,Flood,20,0
11/10/2001,GTM,Storm,8,100
//2001,GTM,Drought,41,14000
04/02/2002,GTM,Flood,0,0
24/09/2002,GTM,Storm,2,100
/03/2003,GTM,Wildfire,0,0
13/07/2005,GTM,Landslide,7,0
03/10/2005,GTM,Flood,0,0
12/09/2007,GTM,Storm,0,0
26/10/2007,GTM,Flood,0,0
03/07/2008,GTM,Flood,27,0
/11/2008,GTM,Flood,3,0
22/06/2009,GTM,Flood,0,0
01/06/2010,GTM,Storm,174,650000
27/06/2010,GTM,Storm,0,0
04/09/2010,GTM,Landslide,53,500000
20/07/2011,GTM,Storm,5,0
22/09/2011,GTM,Landslide,16,0
/11/2011,GTM,Flood,43,61913
18/07/2011,GTM,Flood,5,0
07/11/2012,GTM,Earthquake,44,210000
07/09/2013,GTM,Earthquake,1,2000
07/07/2014,GTM,Earthquake,1,0
/01/2015,GTM,Extreme temperature ,0,0
10/08/2015,GTM,Flood,6,0
28/09/2015,GTM,Flood,2,0
07/09/2016,GTM,Landslide,10,0
/09/1981,GIN,Flood,0,0
12/08/1993,GIN,Flood,0,0
11/06/2000,GIN,Storm,4,0
10/01/2004,GIN,Wildfire,0,0
/09/2007,GIN,Flood,0,0
03/08/2009,GIN,Flood,2,0
18/09/2010,GIN,Flood,1,0
17/08/2013,GIN,Flood,0,0
03/08/2015,GIN,Flood,9,0
//1944,GNB,Drought,0,0
//1985,GNB,Drought,0,0
10/09/1993,GNB,Storm,0,0
/05/2002,GNB,Drought,0,0
28/09/2004,GNB,Flood,3,0
21/07/2008,GNB,Flood,0,0
/07/1971,GUY,Flood,0,200
/01/1989,GUY,Flood,0,0
//1998,GUY,Drought,0,29000
14/02/2006,GUY,Flood,0,169000
/06/2010,GUY,Drought,0,14700
12/11/1909,HTI,Storm,150,0
21/10/1935,HTI,Storm,2150,0
18/10/1954,HTI,Storm,410,0
/04/1959,HTI,Flood,50,0
08/10/1963,HTI,Storm,5000,180000
24/08/1964,HTI,Storm,100,10000
//1968,HTI,Drought,0,1000
//1974,HTI,Drought,0,0
31/08/1979,HTI,Storm,8,0
//1983,HTI,Drought,0,0
23/10/1986,HTI,Flood,69,0
/12/1987,HTI,Flood,0,0
08/05/1987,HTI,Flood,0,0
11/09/1988,HTI,Storm,54,91286
30/09/1988,HTI,Flood,12,0
23/02/1989,HTI,Flood,0,0
16/10/1989,HTI,Landslide,0,0
//1992,HTI,Drought,0,0
//1993,HTI,Drought,0,0
/02/1996,HTI,Flood,0,0
17/11/1996,HTI,Flood,18,0
30/09/1998,HTI,Storm,190,180000
/11/2000,HTI,Flood,4,0
18/05/2001,HTI,Flood,26,0
05/06/2002,HTI,Flood,31,1000
30/08/2003,HTI,Flood,24,0
22/12/2003,HTI,Flood,38,0
//2004,HTI,Drought,0,0
13/09/2004,HTI,Storm,3,1000
07/07/2005,HTI,Storm,40,50000
17/07/2005,HTI,Storm,6,0
24/10/2005,HTI,Storm,12,500
24/10/2005,HTI,Storm,12,0
26/08/2006,HTI,Storm,5,0
31/07/2006,HTI,Flood,0,0
03/06/2007,HTI,Flood,2,0
24/08/2007,HTI,Storm,9,0
